# colors_mcd20.0_mld2_nc6_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0047fa 4dd02c 844d8d c3311f cec8ef de7193
1ebaa2 843ccf 963929 b18730 b6e4f0 fdc42e
1ebdfd 3975ed 73596d 9e320a a2a565 efced2
1ebf08 7e38be 9d85c3 b03110 cbdeec f3c59d
1ebfff 706ca4 957f00 a9125f adbf8c ffd510
1ec027 674df6 84512a cf3d8f d6d4b1 ef7ede
1ec088 7260e6 756563 85fb1a ada9de e24f1e
1ec0b5 5f6416 7da02d 93f33a 9d51f0 ae3a85
1ec539 6d05fb 85561f 9c86fb e625a2 f7c4d6
1ec5a7 9b3bcf a40e58 d1e818 f72d43 f882fe
1ec74d 5b8576 5d5e02 9d40d7 b2e6cd f77fde
1ec8bc 683af9 7d629c a8a325 a9134a bae78b
1ec8d2 206db0 7da660 836e76 973427 d4e60f
1ec8ec 3583ce 6c6b36 a90c75 aa981c f4db60
1ecadb 334bdd 7480d7 a9466a c3dca1 e4841d
1ecb39 804ed5 a22f34 c3d0bb ce74b6 fec0ff
1ecde2 8a4c1e aa8f54 bae7ba d516a3 fdb910
1ecdf8 4869db a97b87 b42e18 bbcda5 fdc521
1ed19a 6d7a6d 984e98 a72d00 e0b6f8 f58629
1ed829 66591a 7737d7 b9c2b6 e85cf1 ec286f
1ed8d5 588976 8104d5 85651b a876f2 eda50a
1eda08 4c51c9 78996e a6739d c61f03 e9bbef
1edacf 637503 90ae61 a53eca ad2061 c2f135
1eddd2 428a78 8e22e1 9e8de2 a68229 dcd975
1ede25 7800e9 827bed 964c6f c71c22 d8d6ba
1ee23f 459786 7055cc a06632 dc83d7 e7cfbf
1ee407 57a02e 665971 b2869a dcc5e9 fe40e9
1ee8d7 5368c8 998897 af1821 e59156 f4dd1b
1eead9 5fa50a 7748ed ab1205 af6e9a b3d274
1eeaf1 2569f4 396e2e 799bd5 b5b761 ec368b
1eee6c 7247fe 7fa004 964d2f cba4d3 e72387
1ef5c6 254ffe 36aeb5 6e4e7e bfc50e d1313a
1ef5db 5b38f4 84a3f7 875a4f 96a61f d5ec00
1ef5e8 897e11 a51551 e09984 ede237 ee00c4
1efa03 214ee9 7880c4 b46257 b6d3b4 fec7fa
1efb14 46afad 8b2c95 9b7af7 cce2bf d74f3a
1efd5c 344afe 617d4b 9a70a0 c5cbc7 fb81fe
1efdf5 23784b 26ba3d a03bd4 abed18 ca8fa7
1efef4 3e43ed 8dbf64 8f465b c10407 eb6dfa
1f45ff 406e51 42f700 56b132 8e69ae fe9eb3
1f46f4 5bebf6 7395f5 993d2e a3b12d f53799
1f4ee0 3bf0e1 7593cd ae9182 b22d78 b5d742
1f4ff0 1fa1d7 4b731d 8da860 90f6ba d9d81d
1f52e5 408303 42d5d6 9485ee bebc28 d10c7d
1f53fe 23e1c8 755807 948af9 c0096b e1a05d
1f54cd 4fa413 89564c 95f651 dbbafc fd53a8
1f58c3 47d97d 8f4169 b6a8f2 c4769c d63648
1f5dcc 38f50e 39a2fd 5f7b17 9c466b e990ae
1f5de5 4c604d 559bf9 8eba1f 8eddf2 ab7e99
1f5ffd 346b38 52ac31 96f150 9e5090 bb92ef
1f6382 30c6f5 94959b ab520d d1e4c7 f6be2d
1f6668 31c6b0 b3a8ff c108d6 d2cf40 f2403a
1f6966 4cd8ba 6b7303 bd42dc c2b633 c2bdff
1f69f7 4ce0c0 787772 b3311d b5a4f9 f78541
1f6a5d 25dbdc 6292d2 96a865 b25002 d3e851
1f6ab8 60f0e3 6e9fef 718115 992e64 eea172
1f6d4f 29a594 72e9e0 9d469d b2c313 f860fe
1f6dd7 5fdfa9 9c7c8a ab282d d1afea f3723c
1f6e5d 50d6fe 79761e b148b1 e5e223 f09699
1f6ecb 2be5e7 6d717a ad0a35 cb6804 e1e256
1f6f6d 63aa9d 6dfe3c 963dda 9d2d21 e5642b
1f70e5 6bf805 725130 95a625 d64e7f f197d4
1f715e 6bc3ff 87a198 a08434 c61ba4 fbc861
1f761c 28dc6b 75636f 9600ad cd6ecd f7d1e5
1f7717 78b4c6 a200df c5c247 cce2db f42c74
1f7764 7f24e4 a1ddcd a978cd c06905 edb359
1f776b 89a98d 9160c7 ac1a21 bae7e4 cfbb46
1f78fd 3fcdd5 5c7b73 a51c18 b4ca68 d4650d
1f7927 6d0afe 6ec285 9d2d74 cbd92a d75bcb
1f79df 744f53 9eac3e b7e6b9 bb0c03 eaa8de
1f7a6a 2ab5e3 8909cf 897816 d3e439 d8a18b
1f7be4 3af5fe 82ad91 925077 ac291f d1a32c
1f7d59 7fc38a 9908ad a17e01 e1d0e4 f645f1
1f8097 8a34f9 954d2a a0a2ec dd7c16 f1c0b8
1f8176 8527e3 b681d2 b85627 cad4de f6d386
1f8237 8288fe 881ae1 ac5f85 b2ccef d1ae32
1f8360 902a83 90c9ea 9950ff ab9a34 e0d77f
1f84b6 2fe2f3 7804fa ad7f7e bac474 bc411c
1f84f8 44860b 68576d 69e220 a2a581 f7c8f5
1f8555 88efab 8c00e9 8dad2e a03b81 cf91b9
1f8579 26bdd3 8146b3 a60639 b2762f f6d888
1f8592 9020d1 9d2f24 a5b4e4 d18b66 fbd0b6
1f877a 51e8d1 6a6c0b 7a08ec b35bff f89424
1f8b78 809c2b 80ecfc 9900ab e062ea e3c69a
1f8c72 57c876 7c19f7 d552cf e2bfe1 ea2904
1f91c2 7b7d75 8021d4 98da36 ae341e cab8af
1f92d9 53e0c1 864c6b 9c9d68 a22b11 f1dd30
1f963a 69d251 9f446c c095a7 dddaf9 f22cdb
1f9699 52f503 847e41 9f0dab d5d7e4 f07bfa
1f9708 27d6fe 7907ef 924b98 f6698d fccf46
1f9771 6c5c03 98e6bf 9ba804 bf40ae ded3fe
1f97ff 39e841 61791a 8e03d7 c7e3c3 d91488
1f9afa 497173 84cfc1 9c3307 a49a32 e7d842
1f9bae 5e6839 63fb19 a500d0 bf8d1d bfcea4
1f9f9d 3de3f6 a610a2 ad020c c8ed6f f05728
1fa0e6 7b40f9 88e403 8e6d8c cc6562 facce2
1fa0f1 5f4dd9 62753a 77ed45 bb4683 e499a3
1fa21d 8506da 9c3781 a4888f b1bee8 e8ce59
1fa23e 4decd6 675738 b6b0ff d6e445 e108af
1fa2ed 842ee7 8de134 b65b95 ef204e f9bcd8
1fa5f5 893afc 9f0571 9ff72d d7c6b0 fd1269
1faa2e 8f2eeb a1c2bb a2365f b56bb1 f2db01
1facf6 801bee 896983 8fecfd d0a096 e6540b
1fad79 4c6147 6ffea4 9806eb acc111 c07ecc
1faee8 444edf 865c6e b5dfc2 d76550 debd04
1faf81 626871 94eaf9 adc538 c61a2c cb28cf
1faf82 416d65 7e7e18 9607ad a0d600 fa71d8
1faff6 6e550f 9dbdb2 ac1a9c d07c5a d8e526
1fb098 573de4 a7ece5 b32e4d c09ef7 f0a045
1fb216 2af179 7e5d3c 828788 cf0bd4 e798d5
1fb4db 6553c4 908402 9b2b45 b9c718 e95286
1fb685 556b17 a6e9e7 b80daf decf3c ea7aed
1fb6df 3a8a61 95eecd a10270 ac13ef d8ad11
1fb8de 378a63 7afcad 993402 b10ad8 b6c122
1fbbdd 794bd9 9b8c81 a8d8b9 b8571f eb9d13
1fbf96 658531 705764 a7e9eb d1ce05 da29e9
1fc000 3776dc 7c4c7b b5a6e9 bc2e47 f4cb94
1fc0f4 b41016 b51dc9 b7ef2c f0c7c6 f8544c
1fc2f7 6159d4 7f4d6b 8d9e84 e7bf2c f00208
1fc66b 6a28e7 c767dc ccec0f cd0543 f5b7ea
1fc6d3 2377bb 858d8a a61942 c19615 ecde78
1fc6f5 7b40cc 8d9ea0 ae355b cf965d dbd8cf
1fc7b1 227043 9ff955 a4249c b090f8 bc9643
1fc7bc 645586 abe94c b1250f cc4bf9 f65e4b
1fc946 757636 883974 9676ec ca7596 e9c3d2
1fcebd 49877c 879616 9545b2 983625 e7d447
1fd039 574ce0 655078 8a8aaf 9e6660 dfd9f3
1fd876 517726 8518e7 c8cadf cc1785 f060f6
1fda01 517001 6a76eb a10f71 ac8c75 b7c1d8
1fdaed 587783 a7073e b90cf7 ccdebe ed9f3b
1fdb78 204fef 7c6579 8583d3 97471f f2b4e9
1fdd02 716bda b1303c d4dbf7 e96c94 f5c9b5
1fdda2 545f7f 9e71f1 a85e25 c0a704 cce0fc
1fdef9 48a2a3 5b5882 975d55 a9a370 c3e60c
1fdf16 598227 9129f3 a69abf b00d6e fbafb1
1fe72c 8349af 9c1f54 dae0cd e80e15 f86fb2
1fe8d0 2e930d 8705fa 8d8a84 b046a3 f1b16c
1fe8ee 5064f6 6ba268 a46595 a62e1b ecd0a9
1fe9e1 3aa63b 652ff7 9e526a c576ff ccdc70
1fe9f6 2a60cf 46a682 665366 be211b ec820c
1feb6b 79696b b10d02 bf19c2 c1a1a9 cce1fc
1fec27 2f6e4c 5894fc a78219 b1b4cd cf2f98
1fee45 5b9d42 7741c6 a372a0 a50952 ed99ef
1ff26d 344ee7 7093d6 a02d7b d6b4c6 e10a57
1ff29e 36731a 3faa92 6d0cf9 9a68b2 b5b9e5
1ff433 678e53 812ff3 946b98 a4c2a4 f177ff
1ff7f4 6c3bdc 78abf0 a93722 aecb7b ff3ea3
1ffccb 26b67b a21c3f a8e90e d246d2 d3b6ea
1ffcf4 5f6a2c 66c081 9952a4 b68efe e8c604
1fff0f 436493 6d6c3f 9ea6e8 e99491 e9d8e5
2044ff 2af61b 966180 a8b2e5 b3051e ec5e39
2049f9 7eeb67 924368 bc88a6 e80617 f8d3d7
2054ed 47a4d5 65f4c1 7c4d28 c0be44 fa1770
2054f7 2dda70 7d4580 928f8b cb1f12 f8b4e2
2055d6 60c70a ad669a b093f8 dd0648 ead1af
2056d5 3198f0 696686 97e818 a85b09 c5a279
2056dd 84eceb 935365 a489bc db2d0a dbc170
205ac2 22aac9 60fb51 a3476e e3c4c8 fb3e56
205fc1 75aee7 8efa13 9ba63c b25c76 eac5bc
2060b3 73e0c8 8a9ccc a9667a e0d269 eb570c
2061cd 46c6c1 565b6c 907f47 bff20c c4b878
206570 55eb57 a7ad97 bb0cf0 de3e3c f77ee7
206582 73f6e3 9a5b14 b2e037 c26bee fb6470
20679a 78b3e8 a2c742 bb032d d07489 f9c7c7
206867 44d5c0 7449b4 8f8bcc b1693c e4e469
2068e7 64fbc0 6da731 ba96cc bb356d c8e208
2068ec 2ce47e 816e91 8a450a c8750f dec1dc
206981 21d2d0 7f9489 cd2eec e41b37 f0b420
206999 7dc3ef 889d8c b9e949 ee282a f6d3cc
206a2b 6cd5b7 9c7d80 b10e92 fb57cd ffc64f
206b6d 39f3bd 5b9ed1 5e6c1e 9816f1 f28c16
206c65 4da290 75fc7d 9471e3 e86f30 efc1d6
206c71 2ee743 60a07c 9a74e4 9e2823 e1c9cf
206d4f 26edf3 4d92d8 8e03f8 8fd24c a08100
206e09 74f1fd 91a877 b00173 bb23e8 dbd231
206e0b 88e325 9f05c1 ab8af6 cc7a68 f9c7b9
206f24 63a54e 85ee14 ac11e2 c7b8e6 e2419c
207002 2efacd 78977c c2df1f dc10aa e59eea
2070f9 3e6f32 8790a8 94f16d 9a2371 b4966f
207261 39cba5 b01cd8 b1cb0b bf87d2 d3420e
207402 84c0ff a227f7 d6d8d9 debc2e ef4569
207444 8cb6f9 907990 b30bcd c1f028 deb8aa
207537 7b01f2 9b96ed 9fe8fc d73b89 fca46b
207679 5cb2f1 7d3cc8 879449 8a4021 d3d264
207813 77ebf5 84968e 9302cd e8c692 ef40f4
20794a 53f8e8 60b182 b25c9c b8a1f6 e3b111
207ac5 44ff92 935b5c a8beb8 c00600 c6a121
207cb4 75b7e4 a80e10 c4e8c5 ebd612 fa2b59
207ccd 806a0c a9e2c8 ae2765 b199b1 e79100
207ef6 72d1fb 735402 a48b15 de4482 e7c745
20801e 7419ec 80a887 99e2d4 c5b334 cc52a3
208049 75dcdc 7d486f 93a938 c3ef23 d022ec
2080da 5ef09b 80b011 866b7d b10d0c d8b8e7
208113 7819e0 97e14c a271df cc507e dc9dcd
2082f1 3be9ed 96bf10 978391 b64430 fed5a2
208366 39cec7 9c6bd3 a22c11 bcd775 c7810d
208384 7b32bc 97d40b af2605 dccac0 e77bdc
208429 73b204 8df270 a49396 b834a9 fe9bef
20846c 61f8b4 8a21c5 9383c0 c40c26 c7991c
20886a 7e1ec8 80d9c2 905807 a068ff ffd04c
2089da 705357 7ef8c8 919d88 dbdd44 e95112
208cbe 24d9c5 705a69 740df7 ca6050 d3dd04
208ef8 6dcff1 849d99 ac078b d1d361 f14f44
20918c 85f1e8 9a2de9 9c2b48 b2adfb d88c4c
20948e 654aa2 6ffbcb 947413 c09be5 efaa5e
2095fd 5c7d88 762dd6 936712 c5d7fd ddce50
20963a 6ad89b 735559 b9069b d284bb dbd828
20981b 4cdc35 9e2c78 b3aee8 e07096 f8cac2
209b55 803e7f 8a22f2 ae90e7 aff321 f6b2ba
209c8d 40e6a9 7856ec ab99ff da1848 fea337
209cb6 28ffb8 6646d8 844906 adc11b d22d6d
209d4a 58f335 8614e5 a45484 afa2f2 fdc9c5
209d87 8de46c 9120a4 ba63f3 d1003a f695cc
209e08 6e30e3 766068 978fad b5eea8 e3c7ff
209fa7 23dbf5 883fbe 8f355d b6e03b e03048
20a04b 9c01ef 9e3560 aec8e6 ddcf62 de5ff5
20a197 23e6ed 36656f 920dd8 be1b22 d7a10e
20a290 456b26 72d4ef 9e076f abbd5b af4bce
20a2ef 64e7c2 6845b8 81641c 94b555 ce678f
20a4bb 4cf950 a41ad1 af1b3a edd1de f46259
20a6a8 47f9fb 5d6266 be12d5 cc0124 f3b64d
20a8f9 61f3e5 8034e5 a02241 c6a462 e3449b
20a94c 246b4d 44f19a cd27a4 e5d6ea f67cf3
20a9a6 4f5f6d 9d69eb a4ed77 b25537 d9bffb
20aacb 576d0a a4d2c1 a734fa bc167c c07b69
20ade6 7f9b7e 845896 b61133 cfdaed f2831e
20b086 2cfbbe 3d7e17 a1b704 bd04d5 e490e9
20b22b 36fb69 646207 6657d1 b693d5 c90470
20b2f2 254af0 718b4b ad5994 c0adb2 c2e89a
20b2fd 7910f7 d10735 d4d9f2 d7b224 ef5ca4
20b552 694ef2 7aeddb a595f4 ad0d68 caef15
20b580 945bcf a5ee05 a91357 cd800a eed4e5
20b662 577473 77f530 ab36fc ac090d cb9fee
20c026 698559 9440ef 9c1b6b bbd7af c5a2be
20c093 943054 9a5ffa e3d71d e45313 fd8ae0
20c1f3 6560b5 96de4b ab0a39 c79b91 f82b13
20c3f8 6560f3 adde03 ba1322 e65e9a febec0
20c5dc 4765d2 8d696d b12202 c5d8a9 d68c12
20c9ac a659aa a71311 afe85e e78ef7 f25148
20caf8 284af0 5e9d82 a265a6 b4ddc8 e29b25
20cd02 3d691e 9734b5 9c95f6 e52b74 f7b5be
20cd85 256cac 837572 afe70d e71903 f5cdf4
20cdce 316183 85957f ad52f7 b03f0b f88a14
20d09f 388e04 754d4b d011ee d2da2a f78cf8
20d30f 6423fb 994832 cc8885 cdd2dc f005a8
20d459 5e5ade 947c6f a7151f b493fa eec2da
20d7eb 2b9d98 a1245d a7e67c e03af5 e80c07
20d800 239105 6b5b5c aa01d3 c1e3b1 f699f1
20d8a9 5a48d5 bd6997 c4c3f8 e5db2e e71d18
20db1a 53614b 7fa081 8407fe 9d64a4 f1c3dd
20dc32 3a912f 3d47fa 826387 d9cad2 e67fe2
20de1d 6d58d0 847602 993e67 999e9d e7d5e8
20e0fa 3452ee 447a01 814268 8ba4a2 c6a852
20e183 4e6df9 6e6e0d 991c77 dc5791 e8ceee
20e1cc 9b11d8 9c9714 c73469 e3dc29 f662fb
20e23f 6a85b3 6e5066 7f20ec a14732 c5afbd
20e2b7 7750e6 a29ae9 af8804 cfd63e dd0869
20e5f5 388dfe 437b0f 7cb153 a12e83 a7f30f
20e682 736071 810df7 c86de0 dc1d12 efc9e9
20e843 4a5a9a a5816c b9b2f6 bc1b0b f5cecd
20e95e 8890aa ab0601 bd2fff d25d5c ead4f2
20ea7d 31a41c 5e6c51 bc2ae6 f0bbfe f75aa8
20ee22 3c6706 815cb8 cee6ba d38a7a f6befa
20f60a 2b70fd 7a640f 7e81a5 e2776a e4ddc0
20f696 5d7276 9aa8e4 b43ff9 ba032b e38914
20f7b6 6c9882 9b3a91 a1e024 c58bef eb272d
20f81a 3596ff 495d98 919ca8 a05720 f7cec5
20f899 614eee 82628c 9ab016 c14948 db86ea
20f931 457f9b 8433fa 9ea6ed a66a59 feaaba
20f97f 41b469 516a97 953350 ac8ff6 f9b4d8
20f9d5 3366f9 854f0a 949eed d1b93b db446e
20fb42 2578b9 a66572 ad081a dea6ea ff3f19
20ffba 219c9a a016f8 a03456 a89526 f05bfe
20ffe5 403df3 5c8303 8ac214 a72676 db8090
20ffea 42b0be 8438cb ab0e2d c87128 e4d26d
2142ff 675988 6a9bda 90f5ce 92a452 ecd129
2145f9 35aaf6 ad560a cbef1f e8bb9a ff1d8f
2147ff 2dfe14 63792f a70f87 ac7f96 ccb8e8
2148fe 89eef3 9a4993 9b9de4 c9cd98 e42253
214de5 3dd363 557d56 a0327b ba8ca8 dadbfb
214de6 24ffb0 5297d3 ae0b73 d5c9e1 de6b66
214ded 41eace 73687f 7688e0 b55644 fd9f59
214df2 59eab6 a8167e aa7b81 ee0a0a f0a6e4
2150e7 33ebb6 5f6775 9c5c38 c9bd0b e969c7
2155ea 36a7c3 3ef359 875177 b0b7aa b14209
2155f2 25ee24 8a70a4 bd385c c5e1c3 dea1d7
2157c1 2ef6e5 59656b 6c94b3 a54f2b d3c033
215ab1 4bace7 9bd40f af2130 d27877 e6d0d5
215cd1 6d97ed 836667 97ac2e b3d5e3 fbcf9a
215ed9 5ea88b 876c90 aaeed5 bf110f c3ad2d
2165e8 80c2f6 87708e 9d402c cf776d edd71a
2168a5 3ef6e6 51aab3 717219 952d57 c0b545
216ad8 4de0fc 639149 7b5672 b3bc1c f579ad
216aff 565f80 85ad1a 867856 c4cffa e0a59f
216bd1 37de8a 93796e a02773 e64e0e f7a9da
216c1d 30f832 a89fe5 b137c6 e4bec4 ef2b69
216c68 5ff6ed 8452dd 8ca3e2 aa3715 dc9d6d
216d6a 708026 a138c3 a4a6e3 b89798 e6e35b
216e00 53ca50 686464 a535b2 cee4bf ee9ed1
216e24 79e263 7a33f8 d7dad3 e686e4 ff1c75
216e78 7b3dea 943834 c0db9f f0500d fc85d4
21716c 3ca7dc 7f33b5 a05d26 c6daeb e6b466
21756c 6e44c9 8ca0b5 9c661f a6f653 c8aa82
21760e 754e5b 979781 a3bbf9 cb07a7 e1d688
2177da 3feb75 5c6015 89985c aa1780 b7b2fe
217812 93e2dc b60e94 c094e0 e3e023 fc8671
217bfe 2d6900 85ff0b 93a5d9 9c4d85 df7b56
217d52 3cb941 981f7e af36fd b5ecc4 fe3e9e
217e2e 62baf3 a61f7f b048fc cfd39f dd6b97
218084 72c616 9c4be8 ac0f47 af98f3 ffadca
21819e 2ff05d 8503f1 982b44 deb3cd e33d21
21820c 665b68 82f8b8 8d9d74 c93df7 e0b63d
21850c 42c60f 6a5455 a005aa cfe0aa f662a5
2185a2 5e6920 7414f7 98ec95 9d985c f69bf2
2186ed 3d6a08 6fc3a2 bf2b78 cb9421 dae94b
2189a6 74d4e6 8111e0 8b5b5e c4bb9b e9401f
218d04 7b4952 88b8e8 8f0bee e4d004 f8119a
218d76 49e7a6 ad42b4 d4c9ee e82801 fca606
218dee 6325f6 b0cdd0 bb9b83 da1a20 e5e412
218f27 5ccaa4 8a0bf1 9a4491 a39dd8 bbef77
218f2b 5ecb58 6326f1 9b337c b491f4 dddbcb
21941b 31ec50 8529e5 945a83 a29cee e5909f
21943a 35de10 71656c ba07ef c394f6 fbd4be
219519 2dd27a 908494 9c288e dccdeb e25af8
21957a 24d9b1 39671f 75528f d3cafd ff9615
2196af 436663 a5d623 a80af1 c54e16 caa69a
219708 72ea1e 8631f1 94397c e378b5 f1ccca
219a5b 79f6dd 9d3aea b4187a bcadff e5d116
219db0 40f0c1 7056d9 77545f c1ce07 e26b64
219e39 706366 7904fa 98d8cc d845c4 f3ca18
219f6f 236c07 2fefd7 b523cc c28cfa e8b528
21a0d1 7b3bfc 90705e ad1980 cdd1d0 ef8c2b
21a1fb 63eed0 838c07 980ab7 a5074b bed268
21a3a2 61f2d0 6944cb a1240a b6d810 ca8158
21a541 2f6918 454dfc 87f36b 935d90 ecadbf
21a5a4 32ee80 3c6084 a365f6 e61a3d f3a4f7
21a7c1 4960a7 51e9eb 8a6d6a c0560e e5a365
21a8ce 5353dc 94e134 954d7b a71415 f07088
21a912 2ef050 4254c5 897da2 ac3151 f7c2e9
21aad2 53f063 5f960c 606251 9b07eb cabdbb
21ab7a 72f1b4 8b5ebc 9eb90c bd2600 f590f0
21ae4a 576932 65ff0d a810d4 e5c7bc fb4ed7
21b13c 3960a4 876860 b585f9 d4ea4b ebaad0
21b352 5ef555 6c52f8 b50664 d3e1d9 e493e0
21b5bd 21f9fe 65815a 854c9f aecda6 d6b106
21b6c4 67f6f0 a71028 ac1bbd b1b58e df5a26
21b99b 306472 95e918 9617ed d6012f fe7cec
21b9b3 53fdd2 648f03 a91151 c3e63f cf38e9
21b9ea 6b7983 960dd5 a3eae3 b14d30 d0b774
21bb9c 7450a7 a8cc5c c45202 cd6cff fac4ef
21bca1 a80570 a97250 e8d4f6 edb450 f60cfb
21bcdd 3c5af1 8d7919 94e227 c8baa4 e31b84
21be67 416b69 80ff2d cb46fc cbaec1 d4110e
21c06f 27ffc3 67799d 8a16d3 af321e c9d2f7
21c087 2e7878 c933e3 d51b23 e1bbff f1a805
21c4bc 22767a 84452b 8723cb 9f8863 d0ed38
21c5d0 5d649c 874451 9ac272 cd502d f8dc03
21c6f0 566da6 a60b5a cfe834 db8e8f ea570e
21c736 7b6f66 a52807 bb3cc4 c6a7f5 ffb6c6
21caa5 685f7c 754ffc 844f2f b6b7f1 c2a323
21cb28 8b54d3 8c989e bf4a59 d2cdb7 f77ff8
21d0a0 5851d4 985559 db79c8 e74402 e9da05
21d55e 4260f4 884f0b cae4d7 d91b85 dfb0fd
21d5a9 6636f6 9c1d6b d55db3 dee43e f21144
21dafd 2f6949 8d7bf6 9d3286 d2a349 dcddd0
21dbf7 3f7def 6d5a45 afbb54 c4108a db789c
21dc76 6b950c 8f08c9 d0136c d84eed e6d8de
21defd 4c94db 6223f9 b96d6d c20604 d0db3f
21e314 586366 7c90fa 910faf e71b01 f9adc0
21e72b 7532e4 9683ea aa7e86 e42321 f7cbbf
21e7f5 3057ba 82849e c5e6b3 cc0c48 dab528
21e9e7 3f9dd2 554de0 953d15 cedfa2 dc7b3e
21ea5f 5965f8 8b378a a99bf0 c7738c ee2324
21ea6a 5a6e6c 802dcd 81a4a1 a67928 fa4dee
21eb7e 86414b b28167 bfaefb dc12ae f4cddd
21eee9 6e2adb 854f85 b792fb da3e1a e0af77
21ef14 336e5a 87a46d a52993 c5e6be e57ee7
21f0b5 4c3df3 53685a b98eca d3e310 e26606
21f180 4e6f59 92a498 c82b9b ca94ee dcdadf
21f2a7 645661 6ba491 b902c3 d7a1e6 e47b1e
21f2f4 3eb2a1 513ee4 7b78b8 8f4e07 deac4a
21f4e9 2a4cfd 7a5c98 939eea b75b52 c2bd7f
21f570 2e9272 794dcd a62009 df710f fbabd7
21f767 2d655c 708b56 890ae5 ddb4ef e9229d
21f7e0 3ca71a 7247f4 824a6e b6e00c f467dd
21f7e6 26a0d6 654ee6 8c406d e8ce01 e92c15
21f812 48a06e 495f68 716408 b0b9ce dd17d9
21fafe 5caab9 7c23ef 856673 d91a2e dad268
21fbee 63707f 7a9ae3 833ac2 cd3510 d5a172
21fcc0 5c37f6 626806 7dc538 ca7dca de2e76
21fcc6 2e69ef 576702 7cb12d c83572 dfa4fc
21fd50 775ba5 7ca2d2 cf273a dc8d93 f6cfe1
21fdf1 43a5d4 7d18e5 826e19 abe971 f50990
21fe76 67af70 9b5b72 a077d8 c30d0f f1bad9
224cf1 64afc6 765789 b73336 cce4de f38a40
224ee1 63a6df 6af8e8 c00a3c d1ac9a f87c26
2250f1 539dd5 79485f b2d0eb e40824 feac30
2254ed 37edf3 6c802f 8d3174 edd9b4 ee6990
2255d5 78e61c 7d6b81 b79dba d8e2b6 ff2949
2255f8 5edcb7 7f8b18 bba3f8 cb5c9e f2c928
2256ec 28d621 645d1e d35674 e5d8bd fb90e1
225cee 80affb 972961 ded8e3 f46d9d fec334
225dfe 5d6078 6c99de 95e8e2 b09674 e4e54b
2262d5 48a610 67ea80 896a5d 9d1478 cbacf6
2262f5 99e4da a11e2e d3e57c d57bc5 fe3d68
2268ae 24ccc5 9b8cff a78c49 a81443 c0d24d
226968 72ebef 8f2dc3 a291f1 c2402a fcdb1b
226a1b 73ad07 a956f0 c6017e dad197 f17dac
226bfb 56ddec 848aa6 d6025b f5970e f8d4ad
226c0a 31af48 87e945 b40dea c60078 ca98c9
226c83 3ee115 7c9790 94623f c36bff cad3b4
226f3a 78e6ba 969fe1 a324ed c2e602 eb288a
226f48 38ab2b 72e3fb 9c30d8 e2d6bd eb629e
226f5e 39e5fb 7d7411 81b4a0 9c6fec f0dc25
226feb 23fd10 52ab06 af296c c09790 c2c6dc
22702f 5dcc49 970be0 9d8aff db3ea3 e6c0e1
2272df 2cba1d 64635e 65f96f aa170e c9aeb8
22732a 36b44d 6ff6ed 901b9c cd66c6 cde015
227530 84ae9d 91f2bc 9715fc c970c1 c9c91b
22776f 40cd57 a392c2 b93f13 c31cf0 e7cdd3
227933 2ab922 4ff964 897581 aeb6b6 ea33d1
227a0b 71f448 7b18f8 889feb d5027f e5a9af
227b0b 44ebb8 6d506b 849fa2 b834c7 caa81d
227c4d 800cfe bbd5f5 beba7a de2b98 e16bf5
227c6f 7e8901 87f604 8f79f4 950a97 daaded
227cd9 40e6ff ac096c c9e881 ce90a2 fa4f0c
227dfc 23dce4 6c6201 b12589 efd13a f8675c
227e66 29e6d3 6347ad 788c0c 8291fa d5e560
228058 5dc6b5 a4037e b5941e c3de6f ed32db
228274 64e5fd 703dcd 9188c5 a64100 e9ac55
2282ea 34c8f8 566724 8ea00d b6eaab bf2f89
228418 43d110 792bda b466ee c1407c daccd4
2284f9 37d5eb 806202 9fb681 c22296 fbd633
228593 653cd1 86cbb7 896342 8fa22d dade02
228629 8d3882 8f0ff7 adb7a5 d37ef0 f7d029
22890d 39afdd 77f109 823bfa a41d85 e18877
22892e 4cf57c 7738bf 9ca6e1 c56592 dddde0
228934 5d49af 74d781 776571 bf93c4 e4d7e4
228b47 50f479 8413c9 8db498 b759be f9a6e2
228b89 79e448 8015f7 c61904 dad9e9 e67cdd
228c0a 57e95d 695c97 7d484c dc85b9 e2d1cf
228f9e 6cd3e7 9309be bd9c65 c0302e d6ea33
228fff 417c18 90918b 9c2f77 d5d9db e6ac44
22915a 665482 77f6cd b6b8f2 d440ef f0bd4e
2291e7 37feeb 583dd9 67725e dde005 eb9797
2292fd 7d08f6 81cbe6 ac5699 b2b873 b9263e
2294a7 5c48c2 6a830e b32c6b bac4c4 ebce5a
229500 615845 908892 a4cdcb b33eba eeda1c
2295cb 3fe011 6d31d2 8f5a66 e11307 e9d7c8
2296b8 57d9cd 9200e9 a03200 f0897e f9d50b
2296e6 3bfdf2 7334cc 7b586b d7cc2c df6453
2297fb 24665f 41f36d 790ffb af773d e6cbf0
229986 545d7c 8aa001 8ae195 944d12 ff37dd
229a7b 616f20 76fc5f 99a304 ec14d2 ff9cc0
229e28 696370 8cdeee b2949f d1e04a f015d0
