# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Colorspacious 1.1.2
0292ee 0048f9 656365 b75ba0 f19dd1 ccd197 67fe05 0dcc0a 128836 81998e
7bd9ee 4c5ea2 8e99e4 9f869f 64585c ae3b23 ea9b04 acbd87 b2f368 28976a
2897aa 3a52ec e9a8f4 873981 ad3806 af853d aac749 677068 3ffdb3 79c3ac
daddde a2c3e9 2897ff 717ca6 4953aa 765f65 ae1e0e de5800 f5c36f a09a8d
65c4b1 bfe5f4 3f52bb 76799b ee73f9 6c5864 c6171e e0c972 7fae17 28996f
8be2ed 2899f9 882cfd 9682aa 84409d d8a0ae c65771 9d2921 dce344 81b64d
8cd0f2 6e2dd8 9d59ff c175c0 ad338b f8a01f 7f7b1b c0dcb4 3f6d48 289b84
9bbcba 727f8e 5b595a 9f38a9 e56ae4 b01b14 a49216 d0d717 289c6e 73fbbd
8f94f3 794fde daadcf b37ea1 d7126e ea7d7d b6d51b 44642b 289d18 44f6b6
c5e1e0 65cbf8 546979 8134c3 b16de5 963048 d50513 c7d352 94a44d 289d85
33d4fc 517695 289dec 3b41fb ac9cab 7a665d eba439 aa7602 80a275 bbd9cf
289f8a 366566 8929e6 b47be0 efc4ef 8d4b37 c85b13 f29c13 96f97b bbcab6
289f93 3e656c 8313fa ab5bda eed0f8 e589e1 b15c38 ada414 abe43a 64d1ab
34628e a497f8 a042f8 ae829e ddafcb 82515d f29117 656c11 bbd9a9 28a26b
28a28c 2950ec 6970b8 9ea1cb 885273 c84456 b8ab4e ceea23 45640e 65d3a3
516060 9fadce dad4de b76ef4 8a52a8 984601 cdae90 7c8365 75e603 28a70b
3ceaf7 9676e1 7d17d5 cc4091 fd8ab7 e0dab2 84a613 86df0b 38701c 28a775
bdd7dd 9e9de5 803beb a4729d 7d4a70 b9473b c6ce2a 93a10b 6af6ae 28a87d
44706d 8d4af8 6e4595 d0c7d2 c492cc ab1f19 e04f18 98d016 4bfdae 28aa8a
40e8f6 28adf3 9144d8 d764aa 953763 d8343a cda194 efdab5 87b906 9ff02c
28b3ae 2afcff 6d60d8 c2a6fb 88447c bd5c75 f4c2ab 4f620b 7cb809 90f322
b8c5cc 28b5f5 987aa7 b911f2 94247e be1f01 785b4d cc8723 7f9576 7aee77
5a5c7e 908dc1 d2c7e3 934be8 846366 e13001 c1a647 a3ec19 54fdb3 28b998
4d3ff9 766bba b9a7fd 9f0070 d49baf 945460 666712 4dfd17 28bc45 cbe5ca
28bcff 306bad 8988a6 d4afc3 992f69 d3094e dc8717 d8e1bf 3dfa59 75b67d
2994b2 28c0fe c6d0e1 6b41ff 654c8e 9c6378 dfc511 99a071 437e10 7af4ac
7c979e 2d4aef bfbad9 7a69a7 b37ef7 f69a2a 765c11 28c18e 88f5cb 367c65
5e6e78 675dfd 9f95d5 74489a e2caeb ba0949 d26042 99d249 28c796 55fcc8
28c8f9 d2dde6 50638c 9451fc e68aa8 8a4349 c01607 a07c63 d8d22e 84a008
c2d8f4 865afd 9c83c4 744096 904c54 e0513e ae190d e8a805 dbe494 28cbad
28cbf6 b73fd0 9d1d7a e183b5 b90019 f03c0f e3c648 c7e3c5 537158 6e9e78
54798f dadce1 9471f1 7247b6 b899ca 6d505a bf7677 eea299 9f4b1b 28ce29
c1e1e1 28d1ff 9eabb9 425c92 7476de b97a7f 855357 f6977a be4603 c8dc15
28d5d0 62869d a2a6ff 7d28ed ac5def 794e59 bb3d06 f1b83d 9ba675 ccd9aa
3d645f 929fa4 bedcef 587afa c79ff8 7f4d92 ae3c11 b07f5e f3cb24 28d895
46666d 9ea9f2 5d21ff 8b58ce eed2fc d06ba9 a74010 a7a692 28da1c afe5a8
28daee 5ba1af 6762c2 ad82fb 5f5a65 ac281d ae7564 dda65e cbccbd acf420
8ea7a7 28dff8 606780 9215d3 d24afe a12a2d e14f0e f4c84a dfdcc9 44916a
37685f b9cdcb 7651fb aa8ce4 885697 fd698c a34121 ecd7a0 9b9021 28e400
52656e 62a0e2 6a13fb 9840b2 d0b8c7 b74541 ce922e acf413 8e9783 28ea95
68686b c3b2fe 8a41f8 9b6eb1 7f3797 e8c3d7 e8829e 318e2b 28eb30 b7e8ae
beddeb 90a9d7 6a3df7 956fe0 724c92 e8659a ad3c61 9c7022 bccf39 28eda1
5aa6f9 d4d4de 503dfe 7961b0 9b176b d8376f dbb49f 6d650f 859f16 28ef07
c2dede 7c4ee7 d9a8ef ac79b0 d00475 e09a0c 61650e dce927 28f3a0 92a99d
3c625a 31b6cc 8c49f0 914295 e66c90 a52d00 fcab8b cadc15 5b9c1a 28fbd3
5a33f5 6e6271 f5d0f2 c84ecb f08ae3 a68890 b3412c 54b03a 28fd24 b4c5b5
28fdf8 909a9a 6fb3d9 7934e2 9d67d3 8e5083 b65720 c7ad23 c7dfb4 3e6655
70787a 5a5fdc ac8ccd a1228d dcc6cf dc9085 6c5442 a37239 8cde02 28fe9c
8094bb 3b80ff 676972 dbc4ff 7d469c a89e9d a2604c e15c00 4fcd66 28fec5
28fef2 6c56d6 bfa6f4 aa76a5 a61f76 e07f78 cf110b 6f544a cdc538 ade2a4
327691 bab5cb 763ccb df5efc 8e3a48 e9b6a1 97772d 66c101 28ff00 878a84
56b0ab 915fff be9efb 8b4ba1 ab1921 fa4900 ce9c70 8fde10 5d7c68 28ffc7
c5ddfd 5181c2 74adfd 2946fd c0a9b4 b91b80 ae727b 765c25 84ac0c 2ff856
9eebdb 2947ed adb1e1 ac5ebe 958b93 97347a d20e01 c8d916 57c26c 507358
62cbfd 9ca3af 2948f7 905aac b60605 e5c8be d96417 b98e73 656c53 a9ee53
2948fe d4d4e4 8e79fb 6b5b9d e19ffc e474b3 88656a 4a8b07 2dea13 2bb36a
294beb 5b679b 898590 bf77f0 f2b9f9 6d6059 9e6614 85e155 689f68 d5ddd6
8be5f9 294efb 535975 6c77db f686ba ac7274 cb2e05 feda29 aea454 b9d79d
7a8786 9fb1e1 2950ef a271dd 91418e b93910 f7c9b7 acf727 555c52 34af55
a2b9b9 45f5fa 848888 2952f9 765d86 cb6dd6 ffb217 d9d098 39a54f 296656
51e6f0 6baae4 2956f8 8167a8 bc8073 b43415 f4d0ba b0d602 87a617 4b655b
bfe1db 61defd 2957d6 9e76fe bd89bf 98486a e6d309 afbe89 4f7e25 32b10e
4d9e92 2959e1 706e97 fc63e2 f5b2de 7e4a5d bd2f1d b58c53 d4d9a5 31e127
85aab4 2f9cdf 295afa d4d8fa 883e9c b74774 928c4c c0c634 4c6522 68e2bf
6596b9 bdcfe6 295dde 9c4e7c ce3500 c2a116 5f5f47 dde23f 818d6d 62d196
aaeaff 295e9d 6a6d75 3f7eef 91abdd cca6ad 855242 aa7c69 92a62a cae08b
2960d3 6b88fe bdc5f8 67678f 9691ba 953757 ec1d46 c4a49c f87900 85fc4c
48929e 296186 8c32f5 c070fb c0b7b7 8d4743 d82106 899675 c5e8a2 2ee609
58ae9d 2961bb b5c4f9 8e8cc3 dcd2d7 6f5156 bb1d00 fa5707 a97661 3df515
69797c 92d0e9 5aa2d3 2961f1 9a0188 785b29 d3b241 9c8718 9dad9a cde0ca
2963cd b591fb d9cdd5 a77da6 b63a18 d77b1f f6b420 5e6155 5e9671 55cc89
a3b1c0 2965b9 6989ef 7a819c a76d12 9e9079 d49816 d2e416 556348 4de0ac
afe8e3 579dab 2fd5f3 2966c8 a584f8 e2297f 775442 eac699 9f8832 b7d312
82eaff 7ea8ba 7734fb 755088 c46af0 ba3a14 eb9e61 8c8c7d cce4d4 296854
bcd5fc 7896fe ab07c7 f38dbc dd3f86 f4d2c6 b2ac73 767f3b 2aef1e 296855
9ed6dc 7d51f7 f070ee bd439c ae2715 d8b715 8f8d49 d7e1b6 65a38f 296857
85eadf 296b86 ae83db b010f8 994b58 cf1307 b17e62 ef8e22 c8ed47 8aaea3
5da399 90d3ca 8402fe fd80f9 7f5c75 ce2eba b5ae64 769103 bce729 296d42
80acf9 4581f9 3944eb ac4ea7 6f6064 f6c1ca c59498 92a603 9ce215 296f23
90b8b0 297185 9841f2 c980d4 f7baf9 963a05 8d8c11 b4c064 91fd19 60715f
2faca2 297186 865cff dad2fd ab90f5 bbb031 efe217 7d8f5c 4e623a 75e5a7
6ea0af b5cef1 2971dd b991ff 784586 bd6667 c9a93b d0ea39 3a7309 39f4c1
29747f c977e7 ac34ca f4adf6 8d7b6b b0af64 cbea50 709303 496508 69d7b8
d3d7ff 868599 8922fa d190e9 ae58cb 784a79 d8d676 297503 58aa52 82d4b8
5ca093 297587 60d6f5 7523de c859ce b25206 c3a86a dad2c2 656454 b5ef41
6abff9 3a4cf0 8d7bc4 b23d80 c090a2 e5d6d8 60584c a0dc01 297913 60a14e
798f94 babdda 771ffe aa51c8 ec71fc 8a3e65 fcc1b1 b59c57 5dff36 297924
556869 297bf9 b6b8f9 6423f2 b28aa9 b83bab fd6b74 e4cc05 756e17 88efb5
7ae6eb 76a0a2 7a11dc a157ca d58ff8 94395d e64569 fb9647 c1e7a1 297f08
739e9d 6f6e8e d594e2 fdcbff de2efa 864650 989f6c b7d52b 297f15 6ad2b6
a4bee1 2982fd 5f5595 a383a0 775d5e d87c7d a45226 c9cf4b 6ba800 54f6bc
90eafc 77b3c8 2983b4 5f2af7 846872 ad201f f23403 bd9684 f7bc13 b6db9a
8ca3f8 d6d5de 8744e0 993185 c08aad 595e0c 7a8a09 9db385 45e648 298469
2985b6 49b3f9 adbccc 6a3be9 8a5c56 c18b7e a3240a ef5728 fcc19f 67e705
33d2f1 2985d3 6b6d79 7e21ce a49ba9 9d3840 d7503b dac0b6 eb941b bde57b
59f6ef 7c67fb 8e8595 ed85e8 b80fa0 764a5e ee6668 c3d395 6dd410 298723
a9ede2 798da7 2988f3 b6b8ea a9009c c32c02 745547 ce831f fdc920 c0b493
2989a3 77d3f9 bcb9bd 8548d7 c57af9 a12110 ba6a37 f88f30 f3cf8c 848f84
298b99 505793 c4c8f6 d238fa b73603 886754 cbad5e d8e515 809c8e 79d6ba
768592 298cfd d8d7fa 6c05ff a520a5 8f7b0d dcdb07 98b539 5c6352 82d1b9
29928d 7ef4ff 86add4 4d33fd 5f61a1 ba62fd 7f543a b47915 e7ba70 c3d8c7
299a93 595bba ab7cff d5bdfe 715566 c0594e 894205 d1a769 f3e011 a3cab9
71f3fa 4f49ed 7e76b6 b9a7f0 9c1d5c f86006 915d3c f0c1a0 b6e831 299f81
299f99 505b7a c3c8e1 e486fe b447d3 b63401 f0d7bd 7c6c57 93ab4d 73f01c
b2d3df 356684 29a6f6 7b8da9 a718e3 f07f8c b18a14 72652a d1c522 57ffa7
d4e0e1 476c86 29aaff 839cb5 8453e0 9f3901 b6ada8 c17415 837858 5be782
29abe3 4468de 6a5c84 99839d fbc9ea c6815f 874c2c b8c20e 47f4aa 87b8a7
29acfc a1abbb 6862fa dcd9fd 877ca1 67576c b87374 c90920 bfc811 9ae5bc
b7d0ce 567989 29ade3 7d34f6 74504d b36d54 9e3e0a ed9022 eede7c 8d9a95
7040e5 817887 bd63cc b7acb4 fab4fa 836213 a0d170 29ae02 346852 89f5d0
42e5cb 29afa4 c298eb 675373 b803c1 bf0706 eeb17e a1894a c1eb0c 2f6e50
29b0c3 addcf7 3342ff 7e6fec 993e90 c04d07 e2ba17 ada89c dbe0a4 516760
6d43e0 cfacfe ba68e5 d62e94 e885af fec3c8 6f5c00 a1db03 6d7f63 29b331
46636e 80869e aeaeb8 9c5cce d084fa f9ccfc a64d29 e46910 7ce06a 29b37b
a1babf 975bcf c28ae3 8d3f78 a21f1b c46706 ffbb13 67f9b1 29b37c 407d61
bcb4fc 937eea 9f0efa dfcdd9 8f2589 938387 725856 54720c 29b420 7cde92
38778e afc5d6 b826fc db7bfc 8c441a 97833d efc90f 59645d 6ff2c1 29b593
29b6b8 4cecf1 5742fc a06edb a92d8e e16491 605859 da101e b9ae63 beee6b
b9d4d9 8b95aa 9f38fe 8a5788 ff89fa e40e4d 8c3f0c afb626 4eff8d 29b88d
29baa4 558083 c1afe7 6b4794 b65ff8 8e454d e09907 8c7b30 e8db63 8ee6b9
29baac 4decdf 2f6192 b2a6f7 c04efa d17178 8a560b efd49c a89f15 a9de05
29bba7 70f4f6 a0a7fd 6c21e9 a05ef0 964183 a57c6f d97e08 e0ce5f 3c6e30
29beaa 5ef0fa c39ffe 60556a d736b9 a14219 fdb81a a29a48 d2e4c1 698162
4967cf b4b5fd bf7eb2 d9c0cb a92477 82705e 9d9d91 4e6309 29c11a a6f3a4
29c3f0 4690b0 dcddea 923be4 a52113 dd7020 e0d031 96db96 92a395 4f6d5b
71909b 6a4ee7 ded8eb cd9ee6 794a8b a75e5c b22704 ec724d 9de367 29c598
94effa 949ea4 29c6fe 6381ae 7233c4 a82d5b f1beb8 785808 998836 a9d85c
98a6df dbd9ed 6b1bf1 995acd a7247d b56687 f95e6f e8d240 427c21 29caae
aa41f5 dfc6ed da7ef8 9c0a84 db3990 cd0600 29da62 4ea15d 407349 c5e6c7
4f9daf 605476 cdc4d6 a653e4 ff78fa 8d4f48 c09992 868e0c 29e004 afe1a6
29e2d4 77a1b6 951cdb c257f1 a53f8f f88a36 d4eb3c a5a798 2e6d27 717f6c
d3d9ff 7165cd 957ea0 d782f8 8d4073 bb303a d57e0b f4cd42 68b177 29e7c3
8c9aff 715ded dcd0fe 7e5392 a890b0 ed4474 ebc3bc 8d4c2a b87603 29e931
4c65c8 848cf8 837191 c9a4cd 764c50 9a3c10 de9516 aaf109 688c54 29ea86
a7c9c3 799490 3c668d 722ada a25ffd bf8acf e31856 f0892b d8e61f 29ea8c
2bb0a9 cadde3 516789 843eea cfb0ff a77edc 6d5844 d8b32f 6c964a 29ec9a
a0b5c5 309fe5 515d70 5b51fc 88868e 82584f ba5107 ce8954 f3c209 29f5a0
cfe1eb 94b6d3 4591e2 7e747f 8932ac a51815 b76b46 b19b91 febf1d 29f5b2
29f6fd 2a7188 6195db 6e30ee ab8fa1 a11e25 b36610 777164 d6c951 93bd90
bcd9ff 5061ef 9f9be1 8d4587 f97b94 f1d4ca 9b2f00 b99711 727b53 29f703
647b82 5ba5f9 c7cad4 3068f2 6f5199 a90038 e83331 c09c83 fb8912 29f77c
5d6eee bfc0ed 948fab 8b558a bc6c08 d7a43e e9e31a 2f6b45 6fb89e 29f8c8
3b6b62 29faf2 329aad 9fb6f8 9038d1 bd8781 ab5d26 e5bd9c 9cb236 b6e510
b92edc e1c0de e973dd 7d4a72 ba0200 ab8b26 b7eaa4 29fb14 53784f 82a89a
6d7c80 5359e4 b082ca e2b4de d06943 934804 5b5b48 cce6b9 29fd0e 60b799
2a4ae6 a886f2 7c65ab e7cae3 c193b9 905c14 a6c646 486753 5d9577 39efad
98ebf1 5a6c77 2a4aef 8f6bc5 ec88ff a06b0a 6d5e46 a8ab54 b8de3c 86a89c
3ad2e0 636d7c 2a4ee3 7f86fc c5928f a76255 bb0b00 ea7020 e3dabd a3ea5b
4beffc 2a50f3 d08eff 764094 b669b0 9d4e2b e7dcb9 a3c809 35b59a 677973
cddeff 2a52fa 6779c0 b5a6e9 706d72 ad939d f1c4c7 d87359 774f3c 63d928
3e9094 2a56f9 877bd7 7c4296 fa9ad2 9c5142 e27311 a59c80 ccd538 a6edb6
5697bc 575b60 bbc5dc 2a57f6 7c4699 b0541a e8c82d a29c5c 75f8be 78847e
bed8fe 6294f4 2a58d6 924484 9e270e ecd7c5 fab856 a48548 676e66 8baa9b
426468 67d6f2 2a5dfd 859bfa b855a6 e78b92 e8d02e 6b6404 989604 d1e2ba
47d1b7 2a62e5 a59aff 937ca9 f2bffa b44471 c08372 76520b b4b33e b9ee14
8b9598 2a638e 6fa1d8 b816ef fdcafe e24563 a34217 c59928 c2de11 a2e7cb
4bae9e 2a63fa c8bfe8 8b7db9 7d4f73 9a2e1a b96309 df9524 52855e 95f3be
2a6473 d1d3e2 9ba5ca 7c6ae5 ae808e e1ad9c 8c4f0d 646c57 7ee42c 3bb633
a6dafb 2a64fc b590d0 a25d8a ef8698 fccfcd b40609 a9d318 67a436 3a7355
2a678e b0b1c4 846ee4 6e18f1 b57c8c 835b5d fe7a6a c94914 a8ea28 5ffab5
79d8e4 a09ffc 9991a6 8e17f5 a654b7 944505 ed801c dadf4b 499a6c 2a684f
2a686e 7090ab 81b5fc 9e2cc8 be5a08 705f45 bb9e6d e7dc5a 86857f bcd7ce
78d3c5 2a68e9 837cb0 605677 b992fe 875851 bb440a b9875b e4df97 a2c827
2a6964 b7bec2 7a8992 96cbfb 844aef a179cd ba5e20 f0d8a8 c7ab09 3eae72
2a69e3 b294fa 6f4d6e f8b9f3 c16fad a92602 bed14a 70a847 3b724c 7cd3b8
aec0bd 77e2fa 6b86ab 2a69ff be91ff a5406f aa0e22 e47210 a08b6a eac411
cbd4f3 9d9ee7 835ede 9a8ba0 a04570 f6a26d f5dc22 529413 2a6a33 70e5ba
848889 3b6ecb d6d0f5 ba98cc 8f3d75 ed0553 dd8501 e8cb0b 2a6b03 8fc4ac
64e5fe 6fa1d7 7739fa a44291 e65c84 e3dd5b b0ae41 7e8224 2a6b4a b9cbc3
2a6b63 74deff 6d81f6 837d9a 910de9 beaebd e5857f c22b14 bce686 72c402
2a6df1 759ef3 5a6b94 e5c8d7 de6581 86574e a72700 a28a0d 8ec862 79ff32
2a6e63 2ba096 cfdaf7 7a6eb5 8506cb e28ffd dd8b13 926726 d5dc1e 81cca3
bae1f4 ad92fa c202b6 824063 c19eac 8d7874 f9aa81 d1de03 5bb60e 2a7003
2a7571 5de1e9 a5a2f8 9d45d8 dd9bac 90433e eb755b d63104 d8d29a aaf433
39a79f 2a7572 6550a6 b662f0 e8afdc 962f3f d34929 f29521 93b47e 8ff3b9
b0dded 2a76f8 7385af b4a3fd 625099 b2999b 75605d 974511 f8ab55 c07e0d
32ecf9 32617b 55aefa 2a78fd a7282a eab51d 9f8508 b5b9b0 a9f0a2 578e73
2a7b73 3ba3e4 d8d3e2 8438d2 ee3eaa a6140b ceb217 908432 a0f691 8fb998
afbbb8 46f2f8 761ae6 e879fe a75bb0 b10068 e64c78 a5f903 5fce47 2a7e33
4e6e70 2a7ef4 bed3fe 9486af 684897 75572d a27e18 c0c06e 87ac96 2efed7
2a7f8d b2bae8 8187e9 7431f0 864242 bf5707 f0cfb4 99fb1d 7b8471 4ccd54
78b4df c2e3fe 2a7ffb 98409b f36fa1 e9cac8 9a892a 645e27 a8cb04 5d7c6f
7f918f c5dbe2 9b5aff 7631c4 915fa2 f676e6 a1315a d9ce26 2a8111 73cb81
44d9be 2a8bfc 6e7891 a7afe5 6f3fb4 845b5f d34512 c38d70 ff780c fdda33
47c7db 2a8cef 403bfe ab5e9c ac325e eed669 b5a144 4b6b02 7d9a82 aed8c0
2a8f8e dfdbf2 b0aacb c771fc 822ead 9d4139 f55501 f6ccb1 9ae007 76966d
c3d3fe a98ecd b328b5 b78606 73600f c7cf4b 2a935f 79ba9c 476356 66f5d6
35faef a499eb 7f64c7 8a4279 bca5a7 b82904 c67c04 86d761 535d4f 2a9460
2a9686 6cbaf2 7158e1 dcd0e0 843a84 a91d50 bea052 6f8011 a4e209 77fbb6
90ebed 85b0ea 8f6eff 763ad5 85698f cc878b fec1a9 b8bd3d 3b681b 2a9820
60ccbd 2a998e 426984 9183ce d3b1ff 9d31e2 874444 c06041 d1a366 c4e54d
75efe1 8558ea d87ae4 956f8a 9c248b a90902 c5bb58 5c6b52 2a9d12 879d87
2a9e8e 42eaf0 835cec c585e1 755180 8e3a41 ca050a e17745 d0cc45 b1e8c3
47648f b3caf8 9499c1 bf4cf1 845c5a b74f21 cd932a ebde81 2aa68d 41efcf
2aa6d3 c2c6d1 7c5ef1 991f97 7a576d f29396 ebdd6a b7ab1c 3e6612 5a9452
2aa7a4 c2c2e3 9e4de2 e676f8 a33479 a9001f f6232a beaf7c 79816e 2efe26
2aaab7 376f93 bdc4fa 9d4ff6 90646a cba408 d7e35c 4f621f 90a38f 78eacd
6cd5ef a0a2ad 9662ed 915b94 a51924 db8303 cfd89d a6f62b 2aac73 3c725e
63e3eb 2aacff 6e54f3 ad1599 de64ba b5bb28 878d70 565f4b 4c8809 bae7c2
386deb c8cafd 7b7998 bc8ce7 744490 f3d3da 9e464c aa8511 65e130 2aad92
6b7d99 4167e3 ddbfdb f477f8 95441a 5d5a59 bc7a0a 9bca1f 9ef1c4 2ab091
2c52cc 8b80a5 bfadc4 e977f5 8d5063 a38916 616500 5cfe71 b7d8bb 2ab17b
797f95 cdd6fd 7b38e4 a573de 8b3189 d9a9b5 7a7109 53ea6c 2ab252 2e7a62
2ab3a0 625cd2 a288d0 775a79 f4bfe9 8e4142 db2201 ad7560 b1d66d 9df1c6
425f92 8086a5 aa37fe df80f3 e1c9d4 b5485e b70e00 a58921 9fce63 2ab596
615f90 c3c0cb 877e8b a20df0 cd67d7 83485a f5a416 3d8e34 2aba7c 37f5ab
7cf1fc 2abbfd 3c78ea 5a6584 d38da2 fec2b6 a41903 776b54 c4d607 54af2f
415ab0 7077ff 958bc0 8d5f75 f9b7d4 cd8191 c3ca96 9cf342 578241 2abf38
5c45f8 eba8ff 823297 d06be8 ae4978 b00922 f27507 b4f26a 2ac285 56f2d3
a2e4e2 8d7cef c7b5ff 780be4 a08ba6 a03a9c d3ea42 7fa82c 5b6848 2ac397
8ef2e7 3b8a8d 2ac8cf 9882ff 745bc4 8b4d16 f3c89f a77e3f 9ad910 396453
2ad6f6 838ee4 ad0cfa ae8fa8 734e5c f49994 a8655f f0da34 546907 7a9816
487f90 967ff4 832be8 b39dcd fac7e8 c99017 6b5a2b 7e8468 afe22f 2ad799
2ad7db 629ca2 543fdf b096ff 8d65b4 9f4f5d b3130a d98a5f c4c6ac acea70
58615f 3caab1 c1e2e9 476aab 907dff cbb0fd ef7148 a55603 e4d24b 2ae4aa
5926fd ddd7e5 855ce4 735a72 d695d0 a18111 9fc98b 2ae705 8e958a 2d6d3a
b2d6d9 6c3be0 e74ac5 a43081 b29485 63594c e5df27 7bb531 4f801d 2ae991
4ba4b6 4f65d9 eebaff aa0c8e ae8267 78661d 94a404 2aeb83 565e5a d8dfdb
c6e3e6 577889 b434d9 e887d2 bb1966 f8701b a69575 e4d107 5f6107 2aeb99
78bab3 2aebf5 57696c 948ac7 a329f5 983b29 ed4305 d69271 c3cf19 bce6cb
5b38f8 7165a3 a8a2ac fa72ff 675264 9a615a ad3300 4fb846 2aef3e bbe0c8
2af1ff 5eb1fc 366fcf bdbbbe 998aae aa2a74 a47476 dd8535 666127 b9ec91
2af4de 6d7a80 67a9ca 5a5aec 685384 b52100 967756 c9a337 a6a39f d8e493
564cde 8f79d0 baa5e5 8b3286 806c78 be9299 bc1636 44ae01 2af726 b5e7a7
5197a5 c2c3c5 aa30ea e49ffb 9a196d cd1d00 c78e03 69674f 829776 2af778
2af9fc 4a59b3 a96bff c890d5 7c465c d67915 dad565 646835 808b82 8bceaa
5e6e98 732ed2 9e5bfa cbabd0 cf828f aa4027 64605f 7d9d1b 9cdd13 2afca5
a7d2e9 b19bfe 89858b 8802fd b04dd0 8b3083 6a5b5a c1c366 52863a 2affd2
8caffe bfc7de 2b45f6 5e5e6d 9176bf b78e97 8f5303 fed264 4aa14a 4ef0bc
54e1fb 2b4edd a093e8 8b628d c9a0b9 a24e11 f97908 e4ddbe a2ef5a 717f6d
5a908f c3e6e5 2b51ec 7166a7 e97ed6 6a5351 9e4c16 d0cf58 959c4d 49d2a3
50cdf6 3387e8 2b52d4 938ba9 bc2a75 6e5e2c cfb11a bfc3b0 a7f088 6ba766
49a2f3 2b56c9 dcc2f3 908099 a24461 cf7170 cdac33 636600 c3ed83 7dd4ac
4cfaff 2b57e7 515783 eb6fc3 8e6455 a93f01 a99584 f7cd5d 7a9f1f 9ed8ad
71c2d7 4c8af8 2b59d9 816d7a 9c0785 f3d1cd c2938a bcdd19 80ab2a 308026
697071 2b5fa3 3d7efe ccdbff 9ea5ed eacacc b92100 bb8200 a09c80 2ee75d
74dadd 3f95f9 2b5fbd 89759d 9f406a e8944a efc89f 57601e c3e924 7ea895
2b63e4 71789e dbd0e3 d28bf6 9d2e64 a47667 e06d22 f9c305 5c5c26 5bca87
b2b2fb 7f00fb 715a8d e233fd a08099 f1c0ad c5e843 67871e 54bc5d 2b6a38
2b6b60 adbcdb a283f7 a720f7 be3ca4 999421 cbc704 5f6c2c 61f5aa 46b386
2b6c7f 5292dd 8d32ef f0b4e5 c68c8f 9c5d53 9d2c01 e14a07 b1c711 8eebb6
c8dedb 2b6c8d 91a3f9 b0a9bd aa2bf2 a5005a 948282 9f583c d68b43 f3ca75
a4c4bd 2b6d76 8e93a1 8759d0 e6cfff ca8ef9 c3736f 834c0f 36c002 5af184
a8d6d8 51b1e4 5079d5 741be0 934d83 a3808f c5b917 63655a 84a166 2b6f0d
a6c8d3 7849ef ba85f1 886a9d 914a62 d2a114 edde0e 2b6f18 789772 40f49c
4abea9 777d7e d1deef a98bfb 695277 a22ac5 d7c34f a09023 2b7141 50f6b5
6f9b90 652eeb eca9db a33793 f641d4 848303 a2b155 b6e43a 2b714c 3aeaa8
4cd0e7 a933f4 87318a c454ae faad7c 85812b a3fa06 d0d1ca 619a81 2b715d
49aca6 2b71fc d3d0da d38efa 945492 635d5e a93624 f84603 7f8f63 7ddc41
3bb0bc 2b728e 6d26e5 9877fa e6ccfa f8501e a43204 d6a27a 887362 a0f785
d6dcf9 aca4d8 995fd6 8d3488 b49499 bf2403 f8b08e d8da01 67a63c 2b7450
727df7 b7a9fa e1dbe4 8131cf 8a377a d45d92 be9c6c 7c701f 63f476 2b755d
2b7577 848eb3 9055c1 ddaef2 844542 dc2008 a0958b 58c046 2cfd41 b1dab3
68f9e7 3ab3fc 2b75ec a38aa5 9a2e74 bb766b fc9e8d 625847 d3c70c 30800c
67888a 2b75f4 98a9fb 5b5291 dcc6d8 993a58 e87957 ebb503 736a19 bde199
8ee9e7 2b7795 90a8e3 a440fc b4176e bc6b6c ff9c95 e7e161 9da516 585d31
38f6f9 2b7996 72b6d7 939194 8c77fe 613cd1 cabbb8 b47523 616b4d 9fe65a
9fced7 4799e4 821bc4 ab4398 9c8391 d79a10 feda36 656402 bec088 2b7a5c
a9adae c1d9f3 7aa8d5 2b7df6 b4227f 8e7f7a d0c623 5a6143 3d8a0d 51e89d
749f99 2b7e8e bfe1fc 9827c3 e266e1 8d4001 6a5c4f 9b8f03 c6dc66 39ddae
c0c2ce aa4afb de78f1 8a4c80 953800 ef7901 f4de50 6af1ae 2b805f 4aac86
31fcfa 2b83fc 9f96c4 7d21d4 8b5894 c3a0a4 a85a09 d1dcb2 50d21d 498862
a0a3ee d8d1ed 861ae2 a999a6 ab4fb3 a51226 ca511e e6c738 4cd89a 2b846f
98c6f9 6d3db7 af6dc7 7d557f e680aa fcc1ce e0331b c5d82c 8aac6a 2b856c
3becfe aeafba 6b6979 c228f7 900fa9 f365f9 d9ba13 2b880d 4bb971 b3ecd5
875dfb b083b9 8a2d9e f2acfa b02e2f c47309 a2af95 72d647 d4ddcd 2b886e
9feeee 2b88a1 95b2c5 595d65 8d00ed c846ff 9c5e3f d98f05 e4c081 a39b86
515f66 807e99 8d2aed c365ee d4abc2 8a6a0c a2b087 cde4bb 7edb50 2b8a64
7149d2 c1b2c9 d475e6 915378 555d46 b0ed5a 2cc400 2b8b2d 83a27c 3ef1bc
