# colors_mcd16.0_mld2_nc10_cvd100.0_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
0046fc 01815f 0ec584 67fae8 7ab508 85790b a11196 b6ec41 cab0ff ff1eb5
1498ab 31f0ed 525c70 7fb4f2 843dbb 9fd755 a66aff a6ab83 af4f4f be8a1d
149a09 4e666f 6ae162 9ca7af a90039 ac0eb2 ba84f8 bc8a77 d3e1cc feacfa
149aa5 394bdc 5aea94 79a364 8a4274 b61047 c388f9 d5e1df d7ad02 f0010b
149b98 3d3ffa 5efbb4 8368cd 9a2d82 a2c4c1 c20851 dd7a36 e98cfa ebd52d
149da6 3b6a05 4153e2 57ccf8 97486b 9fb6ab a37af9 b2f0a9 e90949 f5b815
149ea6 4f33fb 56dca1 8b4798 9966f0 afa6fc b5e332 d32362 ddbedc df794d
149f02 2ed022 356f2d 67f8f0 6a01ff 974ddf a69fc5 b30a76 d47f8c e1d5a8
149f7c 2660ff 43f4ff 5b5b76 9be779 9ca5c3 b11a45 b86522 dcbeba f58b04
149fa1 3afb86 468005 5531fa 7451ab a5ccb6 a7af47 ba5e6f f477f9 ffc8fe
149ff8 4fec2e 5b6d93 7f474d 8b23ed 997b7c bb5c21 c4b9d0 c6e7d2 d6a291
14a1a4 23dd05 2a6888 607d32 6d5156 7eae7b 861af8 bc6ef0 c0e698 f6c0d3
14a2fe 34906d 624ab0 7d5b78 85ff0b ab97ac b3150a c1d58e e35809 fabeec
14a49a 2c7808 5eddab 82438b 8b51e9 aba103 db74ff e1d1fb f41e64 f4cc2b
14a600 3f645b 72cce2 775c1c a420f9 b71991 bce6b7 c473f0 cad519 ef7b90
14a7e9 5455b6 558b17 856885 8fba02 8fe9fe ba0757 ca757c ded198 f9a1c1
14a890 5beb9d 80b546 891ed0 942a64 aa82fb b7eb2e c349a9 d60050 e5aedc
14a8d1 23706b 88ddf4 898c6f 89aeab 931a98 ac3def bd4c11 c8e6c1 e1ab64
14a956 266959 96f97e ac9bec ad3fd7 b72b0e c5b60c dccdf2 f83e9d fe9ba9
14a9af 65e9f2 7003ff 8b62db 9be211 a25177 b20a3d e1dca6 e49072 f12e1e
14aadd 3d654a 5c6dd5 6ce714 829d50 a31782 b37389 c90201 d6e5aa dcacbc
14ab8f 26ddb4 6e50b4 942d61 a874af c1eb56 c4090d c9a4e3 e99101 f14359
14ac6b 3c766a 51e2a1 713bb0 9f74a2 b4e334 cd9ec6 dd101f ebd7e8 ff44f6
14ac7e 2b69bd 5bdea2 7b554c 929faf 971f73 b16d33 c8dffa cbe035 e086f9
14b103 427801 43dcd6 5e73fe 6d06fe 7b6a5e a398e3 c807ad eccb63 f6869c
14b679 4e6375 758f93 86d959 8c05b8 9b5722 a4970a c62bf7 d1cdc4 fd76d2
14b6e2 34f898 4e655e 6a3ef9 799071 91bcb8 9c4fa7 9e2b06 c7620a e6b10b
14b89d 504fde 728860 76f612 7f4646 9a9dfd aa8818 c9eaa4 ca0f88 d5bfdd
14ba98 1a6c07 75a115 877a92 923c9a 92f891 c5465d c93df9 cdd9d6 d6b1e5
14babd 25751a 6f9361 7b4a56 857786 9ce0fb 9dbc59 b305ad f30cfb ffda05
14bc27 2765bc 3af049 766881 9391ba a51518 b75d5b c7bed4 d49898 fcccb8
14bd00 215fb3 35f896 94936f a53c66 adbbb7 c679bb cd1d1c d3e819 f5acfe
14befb 58848e 60f7e4 755d5c 8549fc 8d9980 98d498 9b0d9d b17132 d1dc0a
14c294 21902b 45f9bc 554eec 615b4d 8388e6 a4bc45 a84082 bbf40c e4c2f1
14c843 38736a 809d8a 8c7e09 9b3ffd 9e429e ad0640 aeebba ce79d0 ebb5d4
14c8cb 528291 747463 8716ff ac0f1e af60df b4a38b bae6ce d2880c ffc35a
14c92f 395ad8 418cfe 7d70a3 82e7f8 9f9cc8 af040b b9f300 d33c68 d6b9aa
14c9cf 604ffb 655282 828d89 a3344f bde8a0 be79fe dc272b f9cc11 fd7848
14c9fc 4c8fe6 5b738d 7d5501 82e91a 8c2ed0 a01057 a1b3a0 b29647 d8e4a9
14d3c6 368b61 555d5f 6949e7 9cf808 a170ab a75e0a ab9efd bcd086 ea7996
14d509 1954fa 4293fd 686868 7a9f8a 823499 9d6ca3 a45915 c9dfd0 d4b4e1
14dc02 1aa31a 7330f3 7c4b2b 8a8df0 a980a4 bec0fd c3366f e18285 fed3ab
14dd6d 379c2c 526943 85907e a30369 aef701 af1ae1 b9a7f8 d26bae e8c2c4
14ddf3 466b3a 632de6 6ac156 798b03 8b62e2 ae3285 badac3 dd6fa6 feda1f
14ddff 2b7045 35ab72 778892 7b7905 853f68 9920f7 c85ada caccb9 ebab31
14dec1 259edb 80379c 8c2dff 91752d b54370 baa11b c0c6fc cfda04 e6737f
14e01a 5c57b8 787781 97a3bf a80a05 b77dff bbd5f5 c05c44 e09b90 fcd49f
14e096 1d59f9 4d7569 6aa486 9360a6 a6a1c4 ab0432 b4da13 b76b31 facce5
14e1f5 2c6479 7c01ff 81967e afc5be b68cb0 c10029 d624c4 deda9c f1a213
14e2da 306afb 5b6d92 5ca0f2 98858d a7b394 bc4a4f c8e996 dcab33 f5030d
14e3bc 56654e 599419 8987fd 9d8884 a124bc c2b4e8 d34da6 e5e458 e69b6b
14e53f 51796d 7832e2 83a67f a1378f ab1019 d0e4d3 e83e04 ebb6f5 ec47cf
14e797 58655c 7324e2 92b4b8 9b76ec 9e9174 ad3291 c5f006 d1211d ee861f
14e7de 1c8bc0 6344df 636a55 863a7a 93b0fd 9ba79b b04406 b4ea86 d47f22
14e8ff 357926 5db5a8 797896 978070 9904c5 9e2162 c5ed33 c7ad5c e233f3
14e97a 258cfb 3d981c 625c0a 62669b 8507f3 938eb6 9b666b d58b94 edc1ea
14e9fc 3452e6 5b6696 7e4c1e 9a87cd a1ed99 c2b8b9 cc3b62 d7951c fadd1e
14eb1a 15afa5 535971 8082c6 892eb7 939666 b2361e bcd6c3 d1afe8 ee4d00
14eb78 1751f9 4e8bdc 77865f 852d9a aca116 b44a83 b91e16 dadaf8 ef9db7
14ebb7 1888fc 6c6763 7a1ffe 844d22 978e8c c6b1f2 cbef04 cc833a d519ab
14ebe1 30a685 622af2 665f53 79d325 9863f7 9c4981 af88c4 cc4611 fdd3a4
14ef99 3991fb 5f8a86 7452b0 7dc408 89484f a21e06 b39ac2 bc6e48 e0d3ee
14f02a 1f4cf4 229294 52705e 70549d 96bf7f 9a74f5 c55004 e0ced9 ec98f3
14f1ee 5f3bff 6299a2 805eba 9a2a69 b4d5a4 d42053 d48ef3 e08659 ffd510
14f1fb 4c741c 51d120 6b76ff 7f01e3 889695 ab43a2 c0ed8a ddbeba f32c5d
14f387 676d47 70b08a 8212cc 9d2775 b29111 b44def d45aa0 f7cbef fb7efc
14f4de 4b707a 7b8573 864046 8da2c5 9400d4 a46ae6 af8736 c2bc27 ffa4a5
14f5b5 1e90f5 8804fd 9cbff2 9e2572 ab6e79 c9192c ed9c3d f811b2 fadd02
14f5c8 29c367 365e8c 796b6f 8f8bdf a698ad afc5ff b00bf9 b81e07 bed92c
14f6ea 1a57e7 5b92cf 64556a 69816e 88db0f 975b22 a3a7b5 aa921b efa394
14f6fc 348e7e 504eb9 645a7a 66bca3 a086f7 b4edcf ba1f47 c67a41 dec40d
14f788 2b9150 476500 61c719 910bf2 a0798d a91080 acb7a5 dc5ae5 e6d2e9
14f90d 566024 648d27 6e47eb 9876e1 9e626e 9faed6 a61a79 dcd9e7 f69c9f
14fbc7 2abfad 80a866 851bd1 8e6d87 b90931 cccdf8 d9c54d e939d4 f80c06
14fcfe 5f61fb 686286 80a813 85bafa 884129 8d7577 cbe24e e875b1 f0bfa9
14fdf1 1f9dd5 5d47f3 6fd629 788a6d 8e618d a11a40 b49ca9 df0926 f1b6a8
14fdfc 558f29 6f583a 8dbdfc a3e11a a7b26c a81e77 a88586 e410db f9c4be
14feb4 1584f5 506d68 6425f9 79a94c 826c36 87de16 972b96 e1bfd9 f33b93
14fef5 2e9e83 6a6ea8 6e515f 83b8f5 9700fe a03b30 bbcd95 f38638 f3d50c
14ffdf 348dd0 723ee1 976c09 9cbadb a0907c a51366 c0c995 d1910d fbc31d
1546f9 1cade5 1cfbc2 635a75 636dbd 82af86 9c85a0 9dea32 af3a4d f0201b
154bed 3ce8a5 528c72 635c8c 9482e2 95babb a1600b ae9d35 dcd8fe e9d341
154ee9 2c8628 57f4c7 7984fd 99b4b9 a262a7 a72d6c cbe0fc d67e7d d6be6c
1553e5 15adac 46e7cb 7d73bd 8cd61c 914b27 9f8212 a49afa beae80 d50c74
1553f1 17ac9e 39ec98 455b8b 7d78d7 935e6b 9ab2e3 af4212 b5c823 b99359
1554f3 626c4f 649bf0 991a83 9ce5ef a7b1a1 c45d93 ca3202 d5e3c7 ddb86b
1557e8 369fbc 39d3f9 626584 95380f a3ed16 a5757c d0a2a8 e2ddb4 f4682b
155cea 45641c 5c89ec 75e065 816199 93a7c1 a71660 d9cfff fe3c65 fed0c5
155de1 445f74 5ce915 678ac3 7e7f7e 9aabb4 a98552 c61900 ebd3f9 eeab90
155ef2 507e3a 51a792 58ec39 83a92a 864c63 866eaa d2a8cd d6e0cd f06afe
1560fe 187513 3da127 6ad501 88299e 9683d0 ac8a9b bc3269 d7d0f5 e3b391
1562ce 40ad73 44fafc 837382 894147 9cd5bb ba9c01 ce1507 f173c0 f6d046
1564a8 1da476 45de01 835564 982f24 adacb3 bce2a3 c55d26 c988da ffc9fd
15668e 2fcbdf 733ff5 78585e 8188f2 998193 aae6dc b3692b da9772 e2d34e
1568ff 1dccf2 366651 988d90 9efa09 ae0dac b01e06 c07336 d4d7d8 dcba79
156952 40de4a 4da252 7664f9 a08c9f a691fc a9169a c4ccee c90704 e9d3bd
15695e 53906a 68a9f0 7c26ff 81fc8f 83c722 9999a4 9d64a4 d3051c e3c6cd
156bb4 44ada8 4af00a 962673 af6977 b40119 b4be87 cde0f5 f9483b fb7bf4
156d52 42f214 596b07 809631 8254b3 a36487 c589f5 c6e7a2 dc7e8d f9bef6
156e1d 19a794 7a5f76 7f64cd 94ef04 98a61d a2abf0 cd525c d2e1a6 eeb4cb
156e83 58ceac 7d10d8 7f9c2e 88746b 955310 9e56ff ca7ad1 cceb16 fcb0f1
156e8e 23f015 63afae 7e6160 8242fe 8c4708 c276e0 d36530 d8dbf7 edcca2
157017 4d9c29 84e8dd 97b77b 9a14c9 ac67fa bf2971 d56aa6 d69cf2 e9e15c
157046 1c9999 40c1f3 84943e 971d77 a0eeec ae05fc b0c2a8 b91502 eec76c
157230 43ddf0 84a1fe 917bac 99b605 a7f902 b61872 b88b71 c119fd decf8e
157343 30e13c 59972c 755cf7 97216b a186ab a49cf9 c8d5dc ea9197 ffd3ad
157368 692fe0 7fe0fa 889d7f b196b1 bfc8ac c861d3 e0a651 e74121 f3df17
1573f0 38fed4 41652b 7f4c82 9d9eff 9ee708 af73ab d1b884 d87927 e2165c
15745e 39a97c 3bf3ce 6b00fe 746919 99d37b ba9cc9 be26b9 e7840e f7de07
15748e 43f69b 639b7b 675c5a 942bfb a0c9c1 a11e21 b5c104 bc69f5 cf5930
1574da 51b0fe 5d6023 808f07 849bb2 a86f67 ace415 ba0a74 e99364 ecceeb
157520 39e34a 41a24a 4b55f3 7b4095 a780ee bec7fa c1507e e18fa1 e1dbc8
15754f 1ff3f1 62cb29 7b9490 8d35dd 9dfb11 a50e75 aa6607 d6cb99 fe45ea
1575b6 24b5f0 617f61 745e11 84f610 982970 a68ea6 b77f18 dcb9ca f5996f
157676 6be1fb 718656 7cb793 8b4905 b7e481 be8eb4 e122ce ecd6d3 f79507
15771d 48efed 6683cf 821fc5 82b1fc adb5b0 bb9321 db077c dde901 f0bc81
157727 5ba9c2 6e0ffc 79a21b 9270ef a26777 a6dbc7 b39c83 b61c99 efda6b
157789 23bd7d 8e0dbe 9099a4 958a0e afc9c5 b20868 ce55ea eed669 fb92f0
157973 21aced 65a51d 6b00fe 8edcd3 9a94a8 b033bb b90836 c5ee30 f5ac87
157a01 2ce436 77a30a 7f07e0 96318b bc53f5 c79e9b d03b6b e0d7b4 f16ec6
157a12 32fca5 56b011 5b46d8 756b8b 942d55 a98281 b2e037 d0b9c5 eb67fe
157a23 645f62 69ca1d 908599 981789 9b34ed bc8c71 c8da92 eab7de fc52f5
157b1c 26aac5 5bf264 6c71e4 751bde 834583 97b885 987c7b d69402 f6cad2
157da8 5fa276 606421 7b3cfc 9c3f6c c2d316 c4dcfe ce83f6 d87e13 fdbec0
157e0a 48c926 567bff 75efe0 8603d3 a91a82 ab90c9 c4ed91 d16573 e2aba7
157e55 29feec 2e88fe 36ba17 5e3fd3 777505 b9e623 bbadfa d15ca4 e7be90
157f66 25a9a4 721de4 78e092 7f5199 897bea a5995f a9260f c7b6e2 eca80d
15811a 565c4b 70b0db 7b22fd 84e9fa 93bc21 a254bb c2ef37 d67c84 efc59a
15837e 2adfe6 8604eb 8a600a 8a76c3 a2154e b0a699 b2eacc e1850f efd124
158991 2fbfa5 5e6517 60f4cb 6937d3 abbbf7 bf5be1 c5ee7b d2a427 e11965
158994 65600b 66d0f3 8a02be 9fe246 a8ac99 bc8c48 cb1964 dbdcba e505ff
1589f0 19ebc4 217c00 2751d7 54a94a 645b77 8f6765 a3b3fb c1f215 c4849a
158bb2 20b8fe 6742e5 77ea15 8f3273 bf2851 c4abad cbd1ea de743d fed4a4
158be2 2e664f 47fbff 7cbafb 81497c 890dfd a1ef5f b37885 dbc3ab e56f30
158c91 28bdb1 396907 5ff6e0 7f4baa b54364 c27aff c6c0ff ca7f41 dcbd3e
158ce5 368a07 6544ca 71b991 898ba1 8af894 9b6e6a 9e3477 c7c2f7 e0aa20
159198 29f6f6 6f14fe 7abaf0 88505b 9ce142 a19870 c34aff e8390d f7abbd
15921f 2ab7a9 3345fd 80e4f0 8d4d4f 927fd5 9dba1d c81683 d36e7b f9d584
159487 20ec32 4c5d63 863e9b 9e35ff a5c2ae b82705 e6bff0 e754d1 fd3847
159934 196a3c 41e215 7c0bf9 8e6677 9f6efd aaaed8 c4989f cf0ba9 ded3d2
15993e 2fcdee 60736a 665a07 98d56d 9ea48a a32586 b884a7 db03ff e5c7c7
159994 19d272 266d27 719f04 97319c 9c3efa c5d1e2 cc73ec e20069 f8d90f
159b7d 585eaf 8e3954 99eff6 9a7bf1 b8d6a3 ca91bb cb312c ecd608 ef7323
15a020 456874 8be80f 8fa1ee 903f23 918e91 aa4ad6 c5c2dd e49974 fecabe
15a09d 706621 80a909 89f1ef aa1069 ade534 cb9deb ce0fe8 f5ad9c f8378a
15a3ff 35703f 3cf0d4 5f5660 6a9911 961ff7 9ac80e d42699 d68795 dae58a
15a475 20da28 3b6728 6a9002 7d657d 9526a3 c7dafa d88eb4 e0c8c0 f441d6
15a4f6 5c5d61 5e76a1 72e7c9 798c17 7c5a36 9a23f3 c2c5f2 daaf2a ea748d
15a691 21e58d 763bdb 905ca3 9c3145 a367fc c6e2e8 c86139 fa7ad1 fac503
15a772 45756e 7f12d1 9bebc4 9c4fa2 b1020d c1bfec c7a61a eb37fe f2df50
15a9f9 67eecb 68545c 6c7f9e 8d42ff a6b6cd b40724 c9cc2e e2867b f22517
15ab43 3b7543 3fc8fa 655876 838699 aae9a8 b0a7a6 bb19da e1dbe5 ebc71e
15abe5 1668da 2af998 597d7c 675488 96c6ba b99d58 c71b51 ecd3fc fbc014
15aff2 3a4be5 7a7aa3 8b5803 9ad8ee c1a49c c4ef1c cd1a6a fd764e fdc99e
15b0ff 416168 429b6b 797206 7c04fe 8bfb0b a6b527 c225b1 cc79a7 f3b5ca
15b12e 357a5e 52de88 981b79 aba1f6 af7e93 b20a21 ce1fca e4d8f7 f0d102
15b19a 2176a4 25e79a 6b0cfd 785266 b3a7e3 b9df04 bb131e e25f49 fdcdee
15b482 387454 46e5d0 827c92 970497 af1611 b21ef8 e75c17 efdd56 f877ea
15b59c 7629f6 78756c 9b9eeb 9ee3c8 aa1719 af5b9c c7ef14 e7a55d ef2b08
15baa4 1b8b71 42f9cc 668c02 6e5c2f 8005d8 9ce160 ac2789 d1b5fb d533ef
15bc13 3e696a 7621d9 7f7621 8beb31 9281e9 c8b6ce e716a7 e9858d ffcab2
15bc45 548433 615962 63fae6 7e09fe 9be829 a03daf ada2a6 de4afe eb9df4
15bd59 69ef94 787571 888be8 8f17fb 9f027e c0e915 cda8be e30f0a e730a8
15bdae 348489 5d35e6 88bc1f 8b5f39 90f502 bd846a dbe3a3 f3aafd fc2ce4
15be12 2d8600 3af4b9 7f35c9 90926b 9d6bfd b71f6e cb79b5 d1ed0f f4afee
15bfa2 1f8c91 2efcd3 487711 7522e0 7ab055 9d7cf5 adea06 c21767 fea6f0
15c428 62f2de 7920e0 855b6a 949991 b0f60d b70331 cc42a8 e3c691 fc82f5
15c907 688a0a 690eff 9be494 9e41b1 aeaed0 b9095b cf5bfb e7d6dd fa568c
15c90e 2b8dd3 38fc8f 687c1f 8299a9 8627f5 8f2195 ac125b cec0db ea427e
15cafb 406524 429732 8305f5 9b88b1 9edfc6 b72d6d c14aff d4c776 dc868a
15cc8e 2662d2 75467f 985603 999cfe aad81b ab9c36 d43865 d868b1 fac2e7
15cd10 2c726e 61996d 667615 6eff54 9f8da3 a2c790 c409e8 f55bea fcb9dd
15d031 4061e8 726210 87fe0e 8e819f 902f74 a2bfb7 cb7479 d3db9c f9a9fa
15d465 417072 586142 969076 9bf305 9f6f19 a5a2fb b601b0 d0bec4 f744ab
15d51f 669728 841acc 85543a 8a68fa a28ec3 c38d93 c44286 ccbcfb f3cdd1
15dba2 338e03 5753d8 78ba46 948776 a61342 afe628 c64d95 d59aff e6d6fe
15dcf4 27ad1d 36687e 8901cc 9991b9 9b7775 ae3932 c2e959 ce36ee d6a9b2
15dd2a 3265e3 4f603d 5e9da6 857c2c a81175 a8d0b2 cd89f7 ee3386 ffc9ef
15dd8f 4888ab 676725 818c76 8b3c68 9f0fef 9fdd1d b88aff c58014 f1bcf9
15df73 5a5cee 898f56 8eafa1 904556 a41713 a9f703 d60e91 d8d4de ed87dd
15dfd3 4e92a8 5843f4 5e5f0c 738c0a 9c98fe a8f0ab d0b038 d41764 f4808c
15dff9 2873fe 556191 6d5703 739ff3 9bf43f a08c83 a73d59 cccfca e78f1f
15e18b 25a8a3 566e3c a87f11 b5ebdc bb08b4 cab319 d2bdf2 e957ed fb1e77
15e2fe 288130 6c39f5 77b668 8f3561 918680 c266d8 ccec71 f0cebe fa8ec0
15e39b 16a68d 345cfd 49702a 7eac34 8f3462 966fa8 b7e5ea bfa8fb e7d205
15e3f3 2c7578 79a481 953140 9a11c3 9b8ab6 b9d8ba cb41fb cd2c01 f1ac4c
15e58a 597c2c 6aac97 74565f 9c0281 a5b20a b630d2 d27ee3 d2d6e0 f3e01a
15e5e7 839def 8858cb 933c5d a36a94 adaa24 b3e804 b81601 d2666d fea3a6
15e8c7 35a8fe 415dee 4a6862 848394 86d50d 933c1e b28a77 d0caff ed4a10
15e9b4 1fae9a 2a7e7a 6c8d10 6e08f8 8a3eaa 8ec30d b05cff b13054 c3afde
15eaa6 6156e1 6a5182 839f13 a66779 ae2c23 b37bfc b9d6f9 ea75b3 f3de05
15eaff 1a72cc 45aeee 6fad03 757e4e 97316e ad8693 b6eadc cce337 f4a996
15eb06 1e7b30 40b343 5e5a5c 894af6 b7b4b2 b7d6f6 db7efa e20c95 f6d6a7
15ecab 24a0ff 557c94 7d3cab 8caeb3 a59f52 a73a55 ace729 d10205 f8cdef
15eccc 466b4b 7379fa 762cce 845283 948990 b0b0ea c90103 c9c874 d9870b
15edb8 1f57bf 4c6d30 6ca1fb 819208 9c4478 b3ed15 b678ac cabddc f99169
15edc6 3bb370 537053 8d8e96 9107a6 9bee3a b51412 c544d1 dbaef5 ee3f0a
15eee8 569261 5d5bee 81cb84 94267f a66389 b182d6 b61c14 df5f06 fdd90d
15ef94 40ad3a 6742bf 9c4d5e 9c779f a68dea bc0508 cae611 d68895 d7afd8
15efbb 6d6012 7008f7 737590 95d82a b254f9 b79cd2 c10464 d48c6d f8ccfe
15f1c4 578db1 67c720 7620fd 8e2789 9aa09d a1fa22 b2630a d20863 d5afe5
15f1d7 7665f4 884291 8eb9ec 9f2943 af9f37 d1648a d40005 d6e54e fba597
15f238 513be7 5c605e 61947c a83b91 ad6fef b62024 c6bba0 ed6717 f98bcc
15f2ab 236c16 52a646 841eec 937a7f 9c8ffc 9cdc1d b44bab f981b8 fdc3f9
15f2f3 22c04e 25786c 7e2fd8 93e813 b0a0fa cd1e18 d8e5a1 ea3fac fe9fbc
15f3e2 2e73fe 61575f 628d8b 9944a2 9fc09e b13105 c59be0 dc9201 dfe319
15f6e5 416b7c 42ad60 7d6b5a 8ec721 9b3504 b197a1 c6affe e010c0 e5e09a
15f758 57b2fe 5fad1e 695927 7169f3 917e98 9e2d96 afbed0 c68a85 fdd2c2
15f7c7 2693bc 42666b 629d13 736a3d 91159c 94cd64 9841fc af8c82 f0a6fc
15f7cf 653acb 70c543 864d87 a1a495 a25ff0 c7385e c77fb9 c9c9f3 e0e70c
15f7d4 216799 3cb681 85405c 8793ad ac4bfd baf068 be5143 d0bdf7 e48c25
15f811 6743ef 678dca 89ac30 936b18 9b2551 beb3f9 d18e9a d92b8e f6d6bd
15f8b8 4f43f2 5f7e5b 6687ee 6dce3f b0a7c8 c1e3ec c79596 c80300 cc35a0
15f91b 388d1b 5c674c 754c6c 9516f5 97baee 98b451 c240b2 e2d2d4 ff5094
15f9c7 2d90a3 506353 7f8d64 88b2a5 972dda c43c14 c875f9 e4b7fc f99e2a
15fa81 597451 78c0a2 8403f8 989c53 a0097a b642c1 c5c3e6 d07ffc d80100
15fa94 4869db 53c906 774d7f 9b414b 9f92cd b5c9ff c9727a d8a6b9 dd1f10
15facb 3bab85 68683c 7308f4 9d4abc 9e2b6d bd80d7 d3caf5 e9e410 f18337
15fce5 3eca95 7e726a 8a4117 9726c7 a1ac31 bee42f c852fc f196f9 f25fb1
15fce8 5c5f10 5ca29d 8714fd 89895a 94e718 953d5e c0ca8d c7921c df3ad7
15fcfe 4cc3c0 757628 790dfb 804548 98f14c b40579 bf9d61 d4d0ab e532e9
15fd5e 1c6d95 42bc8d 7f04e8 8a6869 b38ab9 cfe2ca e1b7e4 e42529 e828f7
15fdc7 5aa5f3 6a7a99 971acd a7d12a ab1319 ac4f63 b79e7a e14a03 e7c6ee
15fdce 4250c3 63a976 9f8615 ad2453 b166ff b9a4f7 bed7f1 c0d20c fd5fb4
15fe33 227484 8206dc 84ad72 9c6460 b5020f b5c9fd dd5604 e553e6 ecd8cb
15fe4f 394be2 428cff 7586ac 9a5e2d 9b8c7f a4b7ee af0a5e dc843d e0b5be
15fedb 464fff 7683e4 91ad37 94099c 9cbbe2 a76b95 e1db11 e20056 f48c99
1649f8 3bea3b 7365af 91757f 95b491 aa213b bcedb2 d7ccd6 e48ede fc0524
164eed 698232 6c7ad4 83db86 9b9fc9 a41685 bcaa03 ccd2d7 eb6586 f2dc02
1652e5 2fa89e 44f0a0 497715 765493 8fbf38 caeb02 dbb8e0 df4775 f55aff
1655e6 3babde 79646a 91208a 9cee9e a8a1a5 b51634 ba7f28 e8d9e3 edb218
165cff 38a9f3 6c869c 90e892 94329b aca49b b0450a d5d8db ed554f f8a701
165dd1 1bfd49 5396ff 747ca7 77696d a50b34 b0bcf2 b59da7 e24625 efd6d2
1663c3 189c76 6acd34 71f8c9 807499 903860 988fe6 c06003 c199b2 cec5f7
1666fe 19e4c5 724da2 858ab2 8c3d47 957512 abbbfb bea410 d15575 e6d81b
166856 4b9150 50fe0b 6641d4 6bb9ef a19da1 bdd1cf c13a8b dfb48a f81d05
166946 1e947f 647d10 814f7c 87c1bf 9215fe c09d5b c8abfe cf43c8 f9cd99
166987 20fab0 34abf1 619091 a011fa a20658 a36a39 a5bebc cdc426 d2926e
166b1e 45a731 73826b 812ee1 8f608c 94d917 9c6cfe d991e4 edd4c2 f57aa0
166c28 56bacc 6556f2 6ef8e4 7f7487 9884fb 9ec79e a50a99 b1776b fa9546
166c5e 42b5f5 70f150 775293 8584a6 9c5c0e be13fb c4b89f d3daff d67b4f
166ce4 1db4e8 22fbbf 4c6e56 8d6c89 993914 9da075 9dbfc3 d9c35c f5560a
166cf0 4eb291 57dbf4 844b49 978edc a0f06a a58b1c b90903 c42896 dce0ce
166d0e 3e4efc 61ea1b 6d6db3 9f8097 b91b64 cda7f4 dadbf5 fe6762 ffbabc
166d25 37d486 4c9c75 7e4eff 8d4a9e a198fb a495ae b78e05 c3ef40 fdbaef
166d66 25e339 3ca398 88a159 960b95 b8cbea c300fe da0107 df77fe e9ccab
166e29 5af5cd 8213fa 92a2d3 999019 a662f3 c0d1f7 c8218c e6a176 e8e267
166e62 5fa3f4 7970a9 7feb66 8f5b28 940ddf 9a9c1c bfbdd9 e87e84 f2d4c7
166f0a 18a7ff 2cfbc4 6640fd 89878c a953a6 b7b6d4 c79f56 d6d403 d73c5b
1673fd 54fe15 645098 76b3d1 a07b93 a23250 cc0f07 d2dff9 e2813f edbeba
167452 1c47f3 3ab92f 54fe60 7577ff 869979 876605 afb3fc d05d9e e5bebe
16746a 42fc79 4cc25a 979b92 a50d33 ae06d3 b673d5 c05806 f0d5d9 f295cc
16747b 2ea793 64e410 6840d2 9670e7 b19d56 beabe9 d1e0ef d30b42 efc3a8
167498 49aacd 636360 854a0b 89f781 93b305 a600fc a77c50 c8a9a1 ced1e6
16765a 36b44d 76dcf5 7814e5 a8d319 b7509b c41312 cb7af6 f97fb5 fdc9c6
167688 1ae4fb 7faab0 8e09c9 94f637 97473e 9f7c79 c6b396 d9440d e53efb
1676d8 625f0e 6ee0cc 7096b1 96397e b8b843 bbb4fa c1f214 cd485d e78891
1676e9 39684e 4eb589 5ff963 775f02 a49528 ba96f9 d5198b dcdfc3 f3afd9
16776f 43a68d 6c04ff 6c5f33 9de3c3 a67b0f a69cfe cda92c d706b7 ecd1fc
167a03 3c5cff 43b02d 5af553 6b529f 933551 a080c6 b96a76 cde1be ceabf0
167a30 4ac560 9df3bb a21772 aa23dd ac80cd d5d2ff d9d603 dc438b ea9ebf
167a55 2dc975 7f9902 971c77 9a31e7 a992f6 b21506 b3eb1a d866a5 eeaad1
167a75 55e52f 7701f0 8c9d82 aa2b03 c43ec5 cedaff e0cec2 e84839 f486be
167b06 78f7b5 7ab4de 9551e4 a2057d a67191 a79f92 c7d7e3 f82348 ffa52a
167c1f 33ff22 605763 8ba7bd 8ea11e b211c2 b37976 bf7afd f6d2e5 f8a593
167d0d 18f703 4fad05 6a0afc 8339a6 aab2dd ac74db c9246f e77c81 f4cec1
167d8d 556751 77e003 865c08 8801d5 9ba8ac a28962 d5cffb ea46dd f7d2ca
167dba 19cd73 7a04e9 865326 b9037d b9ddd0 bc7489 ddb9fd f75b02 feda10
16810e 5631f6 6dd8a4 7f5961 9aa40d 9f1a8b a469e0 c96e94 cbd232 dd94ec
168164 3ddc42 8d0bf9 8e7ef3 992d27 b49c9b b87806 cbc2ff e10ea2 f1d6c1
168306 72594e 90a7ec 90a90c 9307a8 93f902 bb3ff2 cd2f88 d4c3cf eaa38b
168387 2dbeb7 36faa9 725b01 8133df 8dc80c 9a2451 c86fec f5cff9 fa094a
16854e 54d2fa 56606c 7bac9a ab75a7 bae6e3 c61301 cdda96 d112e2 fd811b
1685fc 2f51d3 30ba01 3cf53d 6c5c62 7987af b38b7b b72811 d1e2c8 f2a8dc
168a7b 666102 72d1fb 730bef 958735 a9be55 ac0a93 bdf301 d34fdd e9bfc0
