# colors_mcd18_mld2_nc8_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
a62c23 e37a34 e2de3e 65756e 88e0ce 5783de 0045fe c4b5f7
2c6d04 34c628 bbe1d0 9d7dfe dec3f7 9213f2 b991af d00274
eec604 6c8b38 a9b1a2 2c6e57 3e97af 98cae9 a63af7 88348e
b5b0af 6f5410 e8b428 2c6ff1 b7cbfc a97aa3 a40d7e e22362
e6c38b 6d9b0b 416b48 72ede1 2c70fb be9bf7 ae3b83 fa5fa1
e4bb3c 2c7123 76e6ab 769f8b d3ddf2 974af5 fb68d5 b7358e
ef8364 916233 f6ca28 b5c7d2 6ca8e6 2c71f6 5b5a65 908e94
e29e94 fa5b01 89441a e3de5f a6ceec 2c72d0 8690a2 566079
ffcdcc 9d9081 9fce61 2c7431 77daf9 7d8bac 477af9 80408f
be520e c4aa00 79ae8b 79f5c0 2c7562 cbc5ea 9088a3 904fb5
e28e47 6e5b0b b9f164 2ef1d1 2c76b9 a0a8fc 9e93a1 e31b66
e4cfb1 6c923a 3a662b 47f214 2c76eb c1befa 834771 b38294
9b3e1d 979c0b b3d84b 636761 5edab9 2c77a1 9694f3 efc0f9
e3b696 b38155 676703 aee91f 56e1ff 2c77b7 a9a1af 972d56
ffd262 70a719 2c7c39 64d3b8 cbcefd 605575 9e28ec d073d4
d8c09f 715b1b 89a50e 85fc38 78b1cd 2c7ee7 586487 b86f70
fdbfbc d43005 b7c80f 2c7f69 57e2fc 8a83be 7b11fd 79438d
f09236 b7ed9b 2c804e 8f82ff 8429cb a95198 dec0cb a59293
f7b213 91c9b2 88919b 2c80f1 e5cef6 912d81 b30244 fa0f32
ba700c 766345 dbcd05 5eb97b c1e2e9 2c81c4 55626e 8f8d99
cb360b b3a68e 56cb2a 2c83f5 49598a 7f87a0 cbc3ff 8f4b51
c32000 fe6018 e9e13c 71eaac 2c856d 7c2cd3 c895e4 a65ca8
ae9287 e48b19 406e0e 9beab7 2c8de7 513aef c6beef a94475
d89947 dce732 97e4dd 85a0a5 2c95d8 5e5e83 592dfc da0f50
824a20 c1710e 9ecc01 63f49e 2c9672 5a616b 9b53cb c2a1b9
b7671a 706755 adaa81 57e921 2c96ae afb0ff 545497 f0cee2
f89285 794f3e cad004 2c9c05 aae5dc 9b30e7 c77eeb ec3289
cc8317 6d560c f6c21a 74dbb5 2c9dbf 3254e5 d1d7f9 ad3a64
959d11 b1d94b 3e6d34 2c9ed2 9c1ade fccaf1 a40067 d77f85
b34f14 a6a831 d8df7f 676f60 2ca19e 81d2d9 9886f3 8d1fb4
9d4834 9a9e06 dbe535 74e1a4 2ca67b 655ed7 69557d df7bbb
c48b05 fad362 6e5c24 2ca77d 9ad5c1 5b697b ac9fc7 a456d5
f58900 9ce089 2ca792 5c59a2 a16cff d79fe8 8f3852 df222e
b5bd50 5a8620 3aebb4 2ca79d c5d3f4 3144fa be77e8 825072
a33919 7e7568 cda141 d4ddd2 2ca8a7 92cdf9 655ae0 7f4273
7c5c0a c5a037 768f73 a0d4a2 2ca8b0 59595d e0cdf7 995ed6
c85b1f 8cc931 59ffb8 3c6b5f 2ca99b 9219ea e1c0f0 b765d1
d83c24 c9ad1f bfeb97 8da582 3be8fa 2ca9be 3e67a4 913755
8bdb5e 2cabe4 54607b dad1ee 9a43f6 e29caa ca0226 a87174
636a4d 87b30a bee858 8af7c1 2cae93 4d758d a93afb c89be7
7d730b 99c455 a1f2bf 2caf8d 366a79 c337d6 fe6ef6 f6bbe6
536509 71982a 98db58 2cb38e 7e52ec a587c7 e9bbfb 9f457b
908484 f88116 566a11 a8df91 2cb3df 6515ff ead6ea a535a0
d09894 746028 b4f44f 2cb40f 642ff8 916bda e1c8eb b34f77
ad4614 ddab33 b0eaae 418f69 2cb8fc 8447fc d9ccde 715775
bc2626 69fb12 2cc13c a9c1af 60727a 5c25fb 9863e0 f19efb
dda99e 66703a cbeb4c 7ea82b 2cc1f9 9d60ff 80407d ce67a0
bd3619 2cc54c 8a9199 5c6068 c1cdff a42feb d76af4 ebd7d8
fea284 31700b 3da808 cedee3 2cc6f7 9d9aa6 ca20c9 735e6e
f14b1e a5e403 2cca83 95939b 8648dd f068fe e0b6e1 b00d6e
e4a444 6c5f16 d2d1bf 5a9ba8 2cd1fe 7750d1 8e345c d95560
a49085 dfdaab 5a7c26 2cd319 6721fc 9863f5 a23e8a ed9ed9
efc93e aa9226 5a601b 7e8882 2cd3a8 bcb9de 943cf9 97438c
b2ec4a 2cdfa6 5c9a93 794fe9 ce8be8 f3d1fc a32c84 ed1131
7e7915 acaf43 c5e1b8 2ce3f1 5389ef 6621f3 91397b bf7c82
8c5a13 2ce44c 3fa66a bacec4 5d5f64 6b1af4 a46ccd d5a1fb
b3a4a1 9d5d03 98d671 486f65 2ce4fc 3a43ed 764c8e dd59e6
9f5d36 ea8217 e2e71a 2ce992 9fb8c5 33a0f4 3a72a1 5b5b5d
9a5942 95b072 2ced2d d7dddc 6a10f9 9c5be7 dc9cee d40a83
9a442d 8cc517 2ced9f 44a2fe 5c6da4 e7d2e7 c294b1 de686d
a1792e bfc22e 387866 2cefd7 a4ade4 a269f9 972193 f35198
c69c1c f6d82e 2cf3c1 617dc7 bcbff7 7511e8 8b7f87 a02f46
d5d40d 9aa20e 447d30 5eb390 2cf6c9 6c1ff8 f378ea c53297
dfdbbb 33b017 2cf942 a5b7be 74757e 5b2ff9 e977f7 ab2f43
d26e03 fbc12a 638560 36b4a3 2cf9e8 aeacef 7541db 6c5366
bd726c 765a09 a2d841 2cfbd4 4367de 7a7e97 cca3de 9b225a
7e5241 c17210 a5e307 939f97 2cfdbf 6c71cc 5b5575 eea7e5
9c2e14 9f8641 cebb39 abd4b3 4a776b 2cfdfb 9597a6 d849e4
a84327 dcb9a3 2cff18 31bd29 c2d1eb 9087f4 533af2 8b7887
9b691e e8de5c acaa1b 5bf0bf 7d9eb0 bfc9f6 2d4dee 686371
a54029 cbcec3 68b829 aeddfb 2d53ce 706587 b27af5 b57477
e44f39 c4e878 82d7b7 45a483 2d53fc 9168a6 f0b6f3 a12433
cf1307 ed7909 c8ed47 8aaea3 2d54d1 ae83db f0bff9 994b58
626749 9be13c 3ca30e 2d56d7 ae7be2 edd1fb 995788 e7858b
b23528 d17c50 e0cf81 92a9a3 617171 9be6f9 3e95c9 2d59c3
ad241e 73a110 abda47 5dc995 2d59f7 e07abd f7c6e0 985f75
aa7220 d1dd82 535c55 b3d3f5 6f98d3 2d59ff 9c999e 7b4888
856201 9e9a0c 4be68b 79a990 2d5aac d1d4da 706e77 e673ef
e12d04 ada071 e5d81e b8c7ca 41a2ef 7d8a99 2d5af7 635866
fec9ab 9f8d1e 526204 74e10c 2d5afc 8c7cc6 beb5c3 c83565
f0d7cd a4d416 5b923c a0e4ff 52b1f6 2d5cd3 a77699 972e4f
be5709 ef9d48 9da096 d9dde1 9cc5fb 2d5dab 698ed7 825c71
fad1ba afb415 748543 71a7a2 2d617d b2d6f2 8501eb de4ee2
ff9f99 c8dd11 687f1f 43dbf7 6e9cb2 2d619f a56dff 8e4f5d
8b7369 a03707 d8752f cfceca 98ef4b 429db2 2d6279 7d5cd9
9c4700 f8cf16 addd9b 5d9864 3bfcfb 2d6284 ab2ef0 f269db
5e814c 90b08e 41e957 2d62cc c5a0fa 695566 b17ca7 fdc4d7
cd9267 975e15 69f332 4d6469 2d62e1 aeb0fe 8b84aa dcd4e2
9b422e b1b111 61dfbb 8aa6bd 2d62f3 ebd4ff 7d448c fa3e7a
956f1f 9abb30 77fba9 7394df 2d64e2 6f6f85 fdb7e8 a1204c
ebdaab 9e8f2e a8da09 2d655b 73a098 55ede9 a721ed ea6ded
c2362b f8c983 72b714 2d6667 3be6f2 962eb5 cd73d6 afa9ad
abe10b 31ac5f 5efda6 2d66b8 a2a5fe d7bdd0 887c84 a62034
ad5f1d c7ae52 b3d4ca 2d676a 4ed2fd 708eeb 9598a4 8532e3
a06234 dba321 81a688 8ee3c3 2d676a cebbfd 8343fc 9b78bd
d37978 fd2a08 f9bdb0 78fe0a 2d678d 8e57fb c38df5 b52635
785102 a08101 bdbe4a a3efd7 2d67c4 899fde a61d6c f4547e
edda80 687649 44ae2c afe0d1 2d686d b332cd f96fe2 a1999c
c5291e c7de39 5ea272 81f9bb 2d686f 7838de 9b6fc1 f5a1e6
d45d02 fca907 bbd89f 2d6945 6df0ff 8849fb 735b77 c879cc
975400 d6eb25 60a35b 2d6a50 b3d9df 821af3 ff67f3 e01ba0
d17d7a d9d399 91b805 2d6b03 86c4dd 3094dd 763af4 796286
c8b333 7d9b6e 2d6b10 8be8b7 58abe4 dbd8ff 845cf7 98446e
ad3522 d5af0e cae994 46ad9b 83e2d6 2d6b79 b58ce9 a640dd
c78d8c 54620d 7d9125 d1deca 46f84b 2d6d63 70b0c8 9838c7
f2b8ad d1440d 5c6554 55d310 2d6edd 9b9dad e0cdff 8a5082
ffbf1b 755802 9c9134 b2ccbc 2d7063 53affe 814cd8 de67b1
f3d2c9 658f2d 42db59 2d71c9 cdd1f5 989cf5 d97aa1 7a5057
889a67 cde4ba 59e10c 2d7318 b12db4 f0c5ed d879b3 65555c
fac72c 8d9e50 2d731f 8ddd9c dddaf8 8541fc 804274 b179a3
f4c25d 2d7517 b9bfc0 8dceff 8f1cba c464da 9d1660 e0486d
914108 d2d467 829544 c9e5e1 81c2f6 2d76e1 6d5f66 bd8497
944d10 ffd27c bca12a 39ad82 2d7765 b3bffb 8c8bac 974dc7
b6681f ace34d 929e88 60fad1 2d7775 8755cd e993cf a61242
ffa597 9f7f69 d6d307 43f9e6 80a4b2 2d77f9 84415a d5070c
d54c34 eaa282 c2e52f 75e5ce 2d77f9 a8a5f3 a97f9f 8e3f49
9f6c60 d0c909 8c9a14 8ac0b2 54f8f8 2d7892 8215e0 e962f2
a2f249 50b640 2d7a48 761eec a373c3 d3a8ef 8e4776 ee82a3
9a2d2c 958273 de8d41 76fe84 7e9bbc 2d7ae8 595f7c f2c5e2
a53b20 c98b03 fcd71a c4c3b5 2d7c6f 53cdea 684c85 a850f2
a09624 cacb6d 73b09e 4ff9d1 2d7d8e 9a51f2 ec8fe5 ba1559
c3a576 c5e33e 2d7f37 89a2a7 81cffa 7c06fc bb52c5 764b61
d5a731 575f4d 7d8f69 2df3b8 73b0c1 c9e1fd 2d7fe7 a12e8b
cc9f24 91938f a7efa6 2d8239 66a6cf 5336fb dbd0e0 825093
c2a670 cae03e 2d8248 41fcc3 a3c7d5 5795f7 817596 931aad
825452 aa1803 ff401d e3d4b1 9ce634 80a3b2 2d83ef 666988
dfba2b 2d842e bcd4da 869acd 9153fc 921b90 7c606f f77d84
c9130e d28554 f6d270 b2d3c7 3dd7f9 2d87a2 643cdf 9a4258
ad342e f9cba6 83ab37 2d8a75 d9dcf0 913bf4 7d4785 e376dd
b83516 a8f554 7bbb3e 2d8a7c c9bfe9 800bfb 9f68d0 feb6b8
f16f07 fccd2a 50eaab 2d8a99 dfd9fd a20ece dc76fa a52133
b01b04 a98250 eab519 d5e1d6 2d8bc8 5fbdfc a6a9ac 495c7b
ac260d fb5c00 e8b880 2d8c63 95dde9 615564 b955c3 a49da4
829b1a 8fc993 2d8e6b 831bf7 d484ee facaf8 a63e9c a41820
c38d43 7e6305 badb09 86ccb9 2d8eb0 841ad0 e1abfb b0115b
e7bca0 775025 97a018 2d8f6f cfd9e5 78b0f4 7457d5 aa0c7c
7b4c2d ed921a c6ce97 879784 65d7d3 2d8ffa 405fa2 6d676f
f8b52e 9b9c7a 6b6e69 2d900c 96ddc8 5d42fc 8e2890 d16da9
fd8f40 6befab 2d9189 bec5d8 683af5 774387 c764e1 b63a51
8c7e7d c32f14 fd661a dba689 a6f459 2d92dc dccdfb 943570
e3e034 2d9355 99dedc c1a7fb 7e38f5 9874c1 714e69 f77e9b
ed805d a15c1d e8d1ad bcf13e 88c6e1 2d93ee 3161a5 858087
ad441f f0d7c5 9abc39 9bdafa 2d95ee 8f17b7 d48eaa 7c6e6f
ae2a06 c6e4b6 61cb54 2d965d a99dfc 6e6979 c111ca ceafc7
feab95 d7d615 2d982b 46f8e0 a9befc 844fb4 c27191 8c4252
6a5e16 f0da21 989031 2de0a7 2d999e cfc8e8 733fec dd78ff
e1d7ad 2d9a10 8d978f a6d2f3 7330ed c681f3 aa4ea3 a4143d
f2a8a6 8b490a 81a541 5aee33 2d9af6 3e6c99 cdd4ea 7e7174
f2c62d 3c6704 2d9b4f ccd8e8 8b01f3 dd4dc9 87667a ae9da5
66655c 9dc76f 2d9c23 74facc e629e3 8e3188 f0a7dd a3959a
be0c01 6e905f 6be366 386364 2d9cb8 d3d8fd 8b47e3 c7b4b6
c85b13 f29c13 bbcab6 2d9f7b 366566 32e8f4 8929e6 b47be0
c22f1b e37a05 70ed6d 2da275 5d54ce 9f81df 6c5578 e0a9cb
d43023 f7ac11 b4db9d 86a478 73f4f3 2da2db 3959a9 746575
4a6502 41fb34 2da32e c8e4de c0ade6 9765f9 8d4e95 f88b8e
a08683 a34928 e08a4c dfd8a5 9adaeb 2da4cf 7640d6 63555b
994742 c0dd1e 2daa43 a1edc1 455f7f c237ed ff79f1 b79ea4
f9cec6 ab7860 6d5e06 a4bc1b 85e5ff 2daedc 325be4 922c69
a29a85 d5dfd1 2f7a12 2daf0b 53ec38 c91edf ee84d5 7e4566
8b807c 49660f afd47f 2daf16 7947dc a12c7c fb75bc f1d4db
3e6c37 2daf22 64ff93 9997da e0c5eb b615ef d63883 fa849f
7c5f3b cad823 809818 b8e5d5 2db0a0 5d67bf f38afe a70468
9bb68a 2db404 67eb4c 3d7453 9767f7 edd4ed 923884 d48bc4
ced71c 8aa30d 3d7753 80eec4 2db59c b21ce6 ef7ce3 9e0a75
b35f10 fbd60b 717669 99d88d 2db6a3 5a61cd c1a6ee 7c4a74
5d5c5c d25716 bedb2d 8deeca 2db6db 5a52f5 92388e c2838a
934400 a6f678 2db86a 728085 4a64f4 ad99f3 6b4b82 dbc5ca
b88624 e8d80b d3e2d3 2db88c 5464c8 7b788b ba9ed0 864352
a43128 c4bbb4 f49215 b3f188 2db9f8 396eba 8d8ca4 754d5c
aa3d0a 2dbb01 516359 92f5c7 aeb6c2 611aff 8f59c9 df84f8
b9af9f 5d5f4e b8f266 3c8003 2dbb34 9122e1 e381de b1458c
da7e62 e0d220 5d601d adb7b1 afe6f5 2dbfff 758392 b92fe4
bd7139 dcb61d 6af9ba 2dc08f 3f5e90 c3c6d8 938af8 807b82
9c3307 fab618 ab974a 716f60 b7d5c3 2dc1e6 4e6e8c af23f1
af3000 81af1b a7e990 498060 2dc2a4 d0c3ea ef47d2 874179
bb3c1b 9ecf00 2dc3af 7d5ae5 c49efc ffc9f4 a46495 f66979
c2ed46 526b0d 2dc464 819091 b989f3 9c48d6 f0b5e8 8d3761
806842 88fe2b 2dc724 bcc1bd 496571 4a6dfb ffb5ff c880c0
dd3f04 f2d1b2 9fa296 8fd61b 2dc7dc 686b7f d83af8 982f3c
ffbc36 9d791f 575e38 2dc993 c8e0f8 83868b f15be0 ae259c
9ea19c 4d9746 2ddf6f bbd1e7 4557f3 90689c f76fff 9f1c5e
699c16 2de220 bde4bd 6e70fe e4b8e4 991883 cd72af 876f70
fd6100 8b6b4f fcd536 7cb579 2de2f5 325dff 5f4e95 9f8ac7
c43a00 e08a1d aff30c 768077 2de78b a859f4 d3aeec 874888
5f5c06 93ac13 d1e86f 368768 2debf7 7d29ea b64ea5 d79ab2
dc6023 fab027 a5ba8f 2deded 8d19f8 d257f7 875e82 ae0426
fe2927 f6bf33 6abf88 2deef9 632ff9 815f8c fa48e8 b32742
ebd3d1 ab9c9a c85305 2df42f 427566 7688f1 bfbef4 7c3dad
a51512 bc6d4b baba15 a9e79d 2dfafa 526b80 919cbd a120fe
af6908 cad924 2dfcbd aac2fc 9679b9 8b2eb9 ff5f84 9a2937
67583e ead26c 4da557 2dfcd5 3d6c77 a2c2e0 97969a c62aea
e1a57d 707a39 2dfd06 d0dfe5 7453d5 b2a3d9 754776 b36c88
e28024 d3cfb6 9a9988 2dfd4f 4f6b54 a8bfe1 bc4ffe b72392
d0c23e 5b5f1b 2dfeaf b9d9e2 9c2ef6 cf6ef1 a8397d f0365f
d85107 fccd8e 649b6e 31dace 2e3ffe 7062ac bd82f5 74555b
b72925 e37432 e9df09 bbddbd 2e44f2 8978e7 b49fc2 78697b
dd8c50 72fe6a b1c7b3 33713e 739894 2e48f0 816da6 d594fe
fccdca 997a08 a7bb1f 515f5b 97dafb 6996b1 2e56f6 de797d
d45a5a 943912 eac879 70f3da a5b5dd 2e5bd1 678df6 726b82
c5a278 b0ed64 3f8708 37d2d4 2e5dee 9785d6 962a89 7d696a
e94a45 feb140 9ca296 52f4b6 bcd0e5 2e60ad 758eee 8e6b81
964a32 b0937f f9d5ae accb0f 8bd9fc 2e627b 738ead a057fa
d98a04 fbd06a 7b7f51 92f4d8 58b9a2 2e62e8 cdb4f6 9f5087
a94322 7c7671 c7810f c9d00f 52c783 c4dedf 2e63a7 bc86de
f8d2b4 ed954d 7f623a a39d92 2e6468 cbd2ea 8c88ec 7d1dea
a48d84 f1c7ac 73601d 5cb334 2e6469 b1cee7 ab1cf4 d850b6
dc7d2c ccd927 6ab98d 62f4e0 2e64f9 9382b2 9c058d b9071a
867331 aaa66e 9cd91b 2e655a c81df9 fd72f8 efc4e2 f01093
d34101 c2b08d ade224 2e675e 50f8f3 888f93 74a2e3 75589d
737272 884a29 d0763e eccc9c 3bfafe 2e68a3 7e80fe b190ba
c3d441 2e6917 56974a 6acfde a38ffd 8b47d7 b3487c f2999a
fd9e6d ab7e0f 2e6953 579e97 97ccd6 ad8fff 9c3be7 a71785
b87d74 d5bb32 7fe6b1 2e697a c3c4e7 a088d9 9607e6 f91819
af3a0b e0bd10 8a9d6f 6df49f 2e6a6b 469da1 d1c9ea 963fe3
cc4501 39cd21 b9d2b6 7f9595 2e6b6e 7531c1 9e71c3 eca3db
b3e10a 45770b 6ba653 5ce29d 2e6bf5 a57dab f4cff1 7d4e58
e7da2c 2e6c06 aacbbf 8e9293 7b4fe4 d48be7 a9226d f42359
b58d0e b2dc18 819075 466b2a 43fec0 61a9c3 2e6edb 7d576d
2e7215 2eaf25 61ed89 ab22e8 68526a e561df dfd1d8 9d878b
b5d35c 79a212 2e7441 71f4cb 58a9fa 795bf5 6f518b a0838b
97361b efd8c1 97982a 5afb28 2e746f 81b2b0 c1a8fb d217cf
a8d917 2e7511 54b267 6cf3e3 9576e3 c8a9f8 ac809e 922d63
a51a17 a48404 d4e549 93e6b6 2e755b 82a197 d29af0 cb3fa6
d1a09a 8f8802 49e330 2e7568 ccc3e3 8101ff f31cc8 a81b2e
e8b34d 6c7f18 b2eae2 2e7585 95adba a754e7 9d204e e66f77
cdb59b 7d5d1b 65f823 36b42c 2e7769 bcc3f5 886bca 6e02fc
ed6207 c4e468 56643c 48faf5 2e787b cb7fff a832d0 fd93b0
d6ad97 735129 d5eb1d 61a71c bdddf4 2e78d8 5e6578 a29bb2
f24a04 f9c94c b4e7c1 61ac7a 2e7aec bb9fcb 7b5680 9b3536
ce1912 b28b77 fcb824 d2d5c4 3b6c6a 9bbcf0 2e7bfb 7f89aa
f2bdb3 865114 af8246 6cd418 2e7c71 cdbbf7 907ac1 951be0
877f6e c0951f dcda8f b2cecd 2e7d93 9d7cff 7a33d3 c00b10
7f6361 aa1e01 ce8b2d eecb11 a9eba1 2e82ff 506891 aca0bc
998b71 f9c628 5a5a58 d4d7d2 2e8301 75a8c7 c10ff7 a4038a
b91d1b f67a5c 9cec05 2e8384 c3b3f6 7426d9 be63da f9cddc
dfb5a8 917e45 a6c31b 4ef5f6 2e848e 87afff 7b55dd 7b4854
da2301 dbe13b 61b76a afdfc1 2e855c 7d52d3 784f7a da8cbc
ac2019 ed5014 60ff16 83b8ab 2e86ba 7131ce e6c0f6 945e64
ad9725 62d696 2e8867 a090fd cfc5db a907f0 db47a6 aa0121
f92e23 f8c52b d5d9ba 6dc1f5 2e88da 646382 ae0d40 d4808b
d6bb0d d9e3b8 2e891c aee3eb 80a1de 8c46d5 99316a 988f90
9aac04 b0ee11 2e8c3b 6ce5e2 998eff 8120be bf4d9b f59b9c
f9ae4d 2e8c46 cad7de 8db7fc 9d90a3 c441ef 93099f 6b5b65
f7aba5 8c9c0b b6de15 2e8c56 55bee9 7a26fc 9f61c0 96306a
f8b2aa 824940 d36b53 8df84a 386887 2e8cea 9796a8 dcc5fb
af8a8a 448901 6bde06 2e8ded 6133e2 d6c5eb c4449a 7b5b5e
9c6307 e6dd0e 92b462 2e9179 5cd8e1 4f5e6d 8548d8 b882fe
ffc690 9ca199 2e9344 bcd3d7 8836fe 8a2e92 ca5cbe 6d646b
c35246 f09d17 bdc79a 2e9599 91e9f2 6542e8 bd70fb 695460
a51917 e77956 fac715 67fbc3 2e96d4 adbed7 345fb2 795d61
a9735b f9b789 ee7211 2e9aa2 aedfe4 5f62b1 bca5ff a80763
aea789 a2da34 2e9e0f 7628e2 ed59f8 a42782 f6bfd5 916c6f
7c5d2a d3c743 cedbd7 2e9e90 495f65 8dd7ff 7b08fb d952e4
a05324 c18b12 f9be0c a1c7b8 648177 49eefe 2e9ebf 404fc6
bf5605 d8e1c4 78d025 5c6e58 2e9f96 9d62f1 ce93e5 774d84
d09464 dbd44a 7af8c1 648896 2ea4fb bccbde 7d34c7 972f30
fad13a 476e2c 9caa94 2ea502 8df7c1 4746dc be78da 885682
a31f1d ce9871 dcda03 72f8c4 2ea5a4 436b7b aea7fb 9f1fcf
fb4c34 e3ce3b 85918b 61fdb9 2ea6f8 5867bf d6d3f2 a30262
b5eb31 2ea824 386851 5bfae7 cea9f8 8e02ec c14fc2 f39091
dd5916 f3aa1c e6dda3 2ea883 3d685f a4a4c0 be71fe 9638a5
dd4d3b fb982b adefb0 2ea896 56656c 9b8bea 743dae e5bada
c2c66f 879515 2eaa96 45f1f6 7162ee ab98f6 7e4784 ae3040
744e46 b34b0a e68d32 dedfa5 2eae95 b2d0d6 746cbf d194f2
f68213 47f3a4 2eb191 467985 dbd9ec a252f9 e39cfb dd0c33
9d504e d62500 d39e02 53fd80 2eb393 6c6e8d a444fc d2b3e8
8d422b c86614 99cb35 2eb481 37fdc0 8129e4 d08ff7 93739b
a73005 d17a3b dcd62b a7ecb8 2eb4ff 5766a0 af94ab 886367
d9b363 5d8c02 8df0f5 2eb5bf a02efd 8f4788 a42047 d16885
8f3e03 a77946 ded653 2eb695 52f9e6 3d737c 944fd6 ed7edb
b23303 888476 d1d6c8 93f840 2ebb49 6d5be2 d488b7 82445e
784f1e bb7c1b a9d15f 2ebb9c 3bf7e0 3f777d 8c64dc d09aea
acb202 a3f09e 2ebc8d 596f73 7f32a2 b165bc f4c3e3 dd182d
b39b96 6e6649 fdda31 7da21e bdd8d5 2ec5ed 495d71 b53dda
d39595 bde482 6ba624 4e6e33 2ec7ef b735c6 754f67 f4d4da
a5443e 92a900 b5ee2e 2ecc98 5e75ec 734e86 dcb4df b479a4
aef21d 2ece64 5482b7 919196 8a00fc dfabe3 983758 dd0307
7d4937 a58b49 cace56 2ed2aa c9defd 869cc6 6b6984 bc0fdc
5d9032 2ed847 d3d7d6 9878e6 8535b7 e8aaf3 9d1a59 e07d8e
fccfcc b39f8a 816330 84cb06 2ed8fa 545c62 708db1 384df4
aa7b3d 2ed971 cbd8d3 649c90 8774b2 910ddc caa2d5 982f51
bb9c10 56611e c2f109 369369 2edb9c 9198ac 5442fb edbfef
a57624 675d4b ded225 93c997 2ee1f7 40a3b5 505dcf 922973
2ee235 c0e1cf 3b839a 6f37c4 e0c3fb da7afc b70227 f2546a
b92100 a09c80 2ee75d 697071 7e01f0 ae53d3 f086cb eacacc
b13400 f1c09d 817d63 acf717 75b000 2ef1ea 376597 ed61f4
a53226 fe571d 2ef78f 51816f a695df 601fff 9e47b0 f0cde6
db5047 e5dbd5 2ef840 468192 a9adc1 9214df cf6dfb 9a3255
9b321a f17124 acdd82 56bba0 2ef9eb 3f7271 bca0e5 bf49eb
8f8a04 5b601e a8c42c 2efbc9 508b88 a02cf6 d075e2 eabaef
f5d5cb 2efe26 5cb480 c2c2e3 9392a3 9e4de2 a33479 f6232a
9f6c68 af3200 dfd69d 83a42c 2f43f9 757bfd 705098 ff8ace
c01b04 c3b543 5e645e 52efbc 72b0a3 2f46fb c3c6eb b365cc
f3c9b9 98b851 536c3d 97d2f3 3595fa 2f48e9 926a9a d08797
f67c4d ecc5b1 6c6245 98f734 69bee7 2f49f9 8277c0 bb8090
a17518 cfb347 49f9b8 2f4df6 7f82e2 cfcdf4 b91284 ec7096
9a746f b73119 c9d94d 81a805 71c4b9 2f4ef4 e76bfc 89347a
d29c55 917307 99f708 6283a8 2f50d0 a4adfd cdbdcb c12271
dd986d 7b4f19 bdf13a 7fe9cd 656978 2f55f7 d8b6fc a87ec8
f56868 885829 f2d398 84d3e5 2f57bf 6a7fff 827da5 ad0666
a12112 efa484 a68333 e0e220 65877f 80b7ec 2f57fa 6a538a
934a38 c08a1f d9e67c 349f7a a5d5d3 2f5ab6 686875 b787f4
eabca0 7b5212 a69852 b8ec35 7ce5f2 2f5add 8a84bb d30a7b
a5b816 42651b d2e1e8 7ec7fe 718bd4 2f5bfb e21892 e39d9e
aa3719 f0952d e9d6af 44dcec 6c99ec 2f5cb3 90909f f72666
fab84f 6d6960 49860e 51b99c c2d3de 2f5de3 a585bd 844080
aa504a e87719 6ced74 2f5ed5 9ea0fe dbd0f1 99758e d69eaa
bd8556 7f5c06 e2e453 575c5a 89d8ea 2f5ef7 a493eb ea0c8b
735122 898300 adc15e 67a9a1 a8e5e1 2f60c7 dd84f1 bb126e
8f5d53 cc3d03 ce9a5b e1e360 95e2ea 2f6187 5c9adc 999ba4
a99138 90f3b7 42b893 2f61e2 b19dfc 7a5078 debcd7 a12028
866662 cb4618 f5a837 a5b0a9 7ee5ef 49a7f8 2f61f5 932976
fcac57 896509 9cf3bd 5cac91 2f6378 aa7de4 8426ee e3c8e7
876f6d fa9a86 d35806 d8d402 95f2df 33b9c0 2f63fd 5d5c83
d53b09 bd8b77 cae270 6793a8 9dcafb 506187 2f64f9 814650
b0371a 9ed354 799887 31f3c2 446961 2f65fb c7aaf4 b06aa8
ae3330 f17235 d8e50c 38eefa 2f666d 88a7fc 8658e3 a38f96
d39875 f4d870 857108 6c9aca 2f67dd c6cae3 5d6285 9c2847
a82716 b4910c cee100 667d69 89b19d 9ceeef 2f68e0 c89bfc
5f9a05 2f6902 9af46d 8651d1 c795f3 ab2c65 fdaebe c97583
a69405 cace61 2f691c 65d3c1 8168f9 ae9cef 9b4b6f e26f81
d5cd1c 737b2a 40f3a7 2f695f 879c9a d0deed 8b2fcc c665d5
d1a675 837d02 dde61e 2f6a41 b1d0f5 7a9af2 ac0ff0 c84b92
a0441f 90b062 b0f45b 2f6a6e 449fab 8062c8 f78dfd dbcfd2
fac30f 6a6606 789d77 aee4b8 2f6ad4 e8d4f4 ca7fb8 8d3764
913735 ff4022 c4ef2a 35d891 51626c 2f6adf 828ca3 e5bbed
979d07 a8de4a 2f6d0d 73f0f8 8e17de bd5ce4 d80c71 eb9db8
963423 bfa12d e5d78a 51ac88 2f6d77 b4ccd3 9685c5 9831ea
6a633e 709406 9fdc10 2f6dee a298f5 922f6f e3c6d7 e05186
d75c53 943e17 d3e3af 77f60b 5d687f 89a0d1 2f6dfa 999395
aa4f17 bfcb5a 7f8470 76f2d2 2f6e80 80afc9 791fdc cb4cf6
