# colors_mcd16_mld2_nc10_cvd100_minj40_maxj90_ns10000
# Python 3.6.6 |Anaconda custom (64-bit)| (default, Jun 28 2018, 17:14:51) [GCC 7.2.0]
# NumPy 1.15.1, Numba 0.40.0, Joblib 0.12.3
ccd197 67fe05 0dcc0a 128836 81998e 0292ee 0048f9 656365 b75ba0 f19dd1
c99482 fec854 8a6819 84f3b9 4d676a 9cbbcb 22aafe 5c6df6 8882a3 6a469b
e1d2cf c2a489 515f3c 81dc39 22ac26 7f7d8e bba9fa 8a1afe b85dd3 9f1396
a39f9e f9bc96 84fe12 2f772a 22ae1e decff5 ad0dbd 9e709b f736e8 68575b
876340 c26b03 d5ab22 b6c9b1 28f9f9 79a1a4 22afef 386df4 664e86 f93578
f9a67f f2df32 79ac16 288300 34ece6 22b0fb 9057e1 71546f b17aa6 d35a69
d09c0c 8e7520 e3d967 585d3e 22b484 6ffad0 abc6d5 7988ae 3355ee ab3775
aa6f63 ead9d4 91b33f b9e785 22b5a3 7ddbf4 947dee 6d637c 9127b3 a41522
908e82 a3e256 39753f 22b637 4ff8b7 e3d8fb c89cee 7d5f84 c64ce2 9914b7
b81503 e4bba8 84775b c7e25e 22b814 b2e8ee 702be8 bc53d7 a53d74 ee84b6
b66646 f3bf11 83f697 22b898 a0aef3 70707b cfced5 b164f1 991fbe 98304c
d3c84d 64a314 ccdbd0 347046 8fdef7 22b8fe 9220e2 ad60b3 86357f ea7491
c08130 ffa104 e5e08a 80aa92 22f3d8 22bad0 7e7f8e a253d1 883782 bf3e5c
d43e18 ccad2e a6edb4 22bb8a 7c8d99 496b97 7922f8 d8caec cc51fa 9b5557
b89121 f0c919 6e610b 79895e a0b489 69fca5 42726e 22bbb8 dccdff bc26cf
6e5e16 8b8c86 c4e4ab 4af201 22bc2f 4d5e5a 398197 903ee2 f083df eec5dc
d1716b a5bd1e 476502 98f49e 22bca6 7f2ff1 a969ee 744f92 f3b2fe a8415d
ac7a50 854d06 c8baa1 646660 a2db4d 5bf5ec 22c1cc 368d94 a37cfb 9b18e8
9e7f75 795837 bdf122 22c45b 51f3bd 668699 4c5c6c a286f7 8259c6 e1b1e4
c75c00 cee5bb 4bfc3f 22c65f 307454 2d4ae9 7681dc e2c1e1 9b5187 a58b94
ba1611 e5633a f3b653 c8dab5 a8eaf0 22ccff 3a93d2 3c59a4 b7a7b5 9e6263
949a68 cfe086 22cd0b 3f753b acc9f9 9e8ffb 9053e2 a2217b f690b5 a26d80
8d4010 cfb11e 91832a abf08f 3b7b5f 38ac94 22e6cd b58beb 755183 bb13ee
bd9960 6e6e3a a4f905 558079 22ead0 a6b6f0 780afe b348d7 912585 fe499f
5c6511 a2a598 abf510 60b53e 22ed92 4f7c75 985ffb b97dc4 9a3e9d dfcbdc
d6938f 923930 e43d00 e2dac7 8fd958 22edf9 4fb0ca 656e7a 475ac6 8e7cff
b23200 b89408 baebbd 22ee55 55a9f0 6c6d94 af2ce7 c5b6c2 db6977 655556
f44501 9a370b aca776 e3de44 7b806b 22f4b7 307383 a8ccdd 8592eb 7657d0
b74324 ebd8bb 818875 22f546 30ba52 c4c4f1 be8bfe 844cbf bd79a7 844850
f7caba 8fa724 546a00 22f552 6a84a2 b2c8f1 d44aff 8e1ea9 d51861 c29da7
f75d3a b24103 b4db1b 516052 7f8e87 22f69e 276c84 62b0fe ae17e1 e59bbc
f5977d c3650e 7e7b69 22f702 2a7f92 c0d9fe aaa0e4 7a36e8 ccb7be a61321
ded8d1 c8933a 37701a 22f761 aabfee 8c89e1 7753d2 958099 952079 e61769
a02a1d f97828 a6f82e 22faad b9a9f2 8d75c6 7228fb 82587b d299ae b56063
af5736 e6793b ddbe8e a8e10f 22fce2 67b5ae 248b8c bfb0f5 c866f9 8b22bc
c77841 705a26 e1db25 2a7866 22fdf1 7dbbfb 8c849a 8901f5 ac57d2 fca4bb
e0920c d4c6a6 acee2d 22fdf9 27c3e3 3b87c3 871feb 64565b 9f8e8f c5121a
e79965 727500 d8e0b1 22fe16 3c8d99 9cc4d4 703ffc a374f2 8a2b99 a72753
a41a0a c67a22 b5d319 8cada1 22ffbb 39a1ff 7c51c5 9e75a2 f1b5e6 815054
6b5617 9da50c 9dec51 3ec889 22ffc5 55756d 904bee d2c4e3 c36fc6 a0298e
bd3506 cebb05 8d936e 5b615d 88e2c2 95a9cd d5ddfb 2342fc 656bc2 a86f8d
a8753e df9c32 61e593 33b18b 5a818a 2346fa 7258a8 ba91de f2c5dc b01258
caa99a 9b3f12 ce784b bdd71d 666965 8aebf0 67ade4 2347f3 6974c3 95889a
98521b ba871e bfc86f 7bac96 4ff9cd b8ccf3 2349ec 656ebb b596ff 716b74
ac8c1b 615c28 b3d982 6ea780 7df2e8 234ffd 757784 ada4c1 e567fb 9a359d
c8c40b 448c2a 96f7a7 54c380 bfcdca 2353f3 7568a3 ea8dea a08899 91505d
e1b5a7 92b04a a7e42c 34e3e4 2357f0 6984d6 c33f95 7c4d5e d10825 b3878d
a46950 e26506 d2cc47 76f2c2 96a2a0 6ba0ce 235df4 c7d0f2 6e748d a90560
df9a2d fdd415 c0c094 839581 addbf4 235ed2 7793ef 7b647c 972d4a d23839
754e40 23a754 29dc6d bde4d0 98acb4 2362e4 65719d b988e6 fcb1fd 807679
94631b b8ab28 d2e769 46a682 69d3bd 2364b7 9d95bc 706076 f7bdff 9e1f46
9e7424 676d59 a0bb63 b6f230 2e9c8f 236877 86cbf5 af6bf8 873ac7 efbfc0
d61300 ffad9d 645c4a bc9c2d b9df2b 87efea 2368f7 5a6286 7e93fd 8f8c9d
fcc032 876600 a09b15 99cc9c 236981 4e90bf a032ff e0ceeb a40649 cc6e7e
f2201a faba28 87906c a8c895 96ebf3 236aec 7c94fc 92638a c693b8 a1223a
95866b d3d6ae 236b0b 35c74f 96ecee af3df3 ee60c6 be2a8f d09faf 81565f
a38e70 81a80e 6deb36 b5ccb0 236b15 48b2b2 696f73 8714e0 ead2f7 cc48d3
cf8e79 f6c998 d0ed22 429d0b 386b21 65d0cd 787c7f 236ced c68afd a92896
7d6966 91a211 a7e717 236f13 37f4f8 84abdb 5b6ce6 b00e8c b57c9b ee9eac
9ce703 236f1f 3c9d47 37d080 b9afff 9384c4 6f6277 a319f6 d2bbd0 ab8891
c98a4e e2d11d bdc4be 507764 41f6fd 79b2f4 2370f4 6e5783 9f86a1 ab0c27
d66707 dfd0bb addd3f 829c7e 3d695e 48d9f5 2371fd 9647a7 be8ab1 b51d21
fb7846 ded4af 7cfe33 237210 6c5eb2 c87bff 8d898e fc9de3 893869 e42a56
dd8637 646f00 b9de7b 237252 2ca383 8382c2 913dfa f9cdfe 8f2a84 ce9ebc
eea09c 726f03 a3f06c 45b803 237259 8c94ac ca9bf9 bf17dd a0027c ef2281
d65904 dacab6 9ba178 57e20c 237378 449da5 cdd1fc a325cc cf5ef3 a6172a
894306 f1db58 66a64d 8be3ae 237458 7c3dfc 6d5481 c5a4d7 b061c8 8e898f
f1ae79 8d8962 b7f514 36b401 23750a 99bdf7 7560e1 ded4df b94a8d 6e5056
cbdd10 739a07 beeac3 237549 45d9ea 6528ef b879d5 c12e84 eb7f88 b30106
dccb65 8b902b cde5c8 4f695d 6ea798 88e8fc 2375fc c489cf 9c3c94 ab0004
dea78c 938064 7ba30a 71fc14 23770c b6c1dd 8560c7 bc86fc c46a98 8d4063
9b9f84 b4d08a 68bd1b 237804 26f9e4 86698e 8727a1 e11fe9 ed88ef a51a5f
fed1c1 bcb950 23782a 87aa93 6bb8fb 348bde c9d7ef 7139df a1047a 9a667a
fc8b85 71621e 98971f 99e42e 237897 8b98e7 864cf9 a30f5c ddb7c6 bf626a
993028 dcae10 898622 53fc9b 237969 cad4e1 6b8ae3 a0a3c0 6940e2 f74192
7a5d58 a02306 d44c2a c5e223 8dc888 87f4e2 237996 23abe9 8a4ff5 989496
d2970c e4dabc 706e63 237a16 2afc4b 7ca89c bbcffb 314cda ab6fbd 913580
f09792 b2f077 5ec016 237a61 66ead1 c2b3fd 7f18fe 803f9b b966af ca1f26
b76330 e3e0ae b0b162 a7e312 56a89f 237a7b 5ef1fa 9440fc e961e9 9a284a
827371 a8a80f b0e46c 237b08 64cc9b 8da0ab 821fd4 f12bee b13792 fecbe6
b7866b d75505 88c811 386540 2ce9b1 237bce 6aa4fd afa7ba 755e81 fac7fd
826729 f2c222 a39638 8ace9a 708074 237e9e a1a3b7 5e43c7 ddcdf0 ec56f4
7ff022 6bad3f 237f57 6532ff 875cc2 c39cd6 843e78 e1879a f2d3d7 c2021a
cb6645 884911 24ef14 c4e6d6 30b299 237f82 967cf8 6f58b7 ff92df b3075b
ff7811 845100 cbec0b 606c54 8c9d97 6bdfb7 238293 7935ab ea1efd d9addc
f5cecb ec4d34 a4aa8b 24e903 7ba1ad 2382ad b8ceef 6023f9 645b6e ab3d46
cf6e29 8c4003 a69b85 e3d922 646b52 58ed95 238384 adbfc3 970ec8 dd87e3
f1b8ad bd7f71 89b820 baea5b 238521 71cdee 5c6273 965af8 783ea3 ff5aae
eb7d18 efcc13 a6b07f 69fc9e 6c9794 a8c9d1 44c1ff 2385f9 615679 c71843
706560 e16303 934a11 c1d81b 2efbc8 2d6391 2386ec 748dac a1c3f3 c38d91
fb8b01 83642d c0f05e 38f0b4 238ed0 6a7187 c7affc 8325ec 982e5a ae969d
ded0c2 e2ae22 238f37 bfe2f9 7fa9e6 5a5d7c ababb4 923ae0 e77180 784b4f
9f250c e1925a e1d0bd bcf135 2391c6 81cff6 386883 8334f1 9d98a0 d8385d
f8bf3a af9b43 7b8165 c0dba3 97ede7 2392ff a8a3c0 7408f3 ac3292 d00f18
f52801 feb023 cce5b7 239353 a2b1a9 5f6875 8a16dc cf54e1 e8c1e9 ad0012
a52e01 ce9f78 ca6e0e d4db40 6c7056 3bfdc1 a3ced8 2d6370 2393af a214c4
edb756 376725 23970b 73e5b0 a4a9b5 7fa1f7 4e48f3 70649b e6d5ee cc6580
ccca84 71971b 386b25 239767 3dfae1 a9b4f4 a475e7 a015d2 c33392 e27fa8
c42715 e27348 ffbe3d 93f0a6 2398c5 43c8ff 495baa d0c0cc 7c5967 9f8e8f
937400 b5a44e e8d675 66cba7 2398fc c2cee3 3b63bf 9393ad 9e1765 c55474
f9a919 66c581 239a45 306a43 65fcc3 bfd9e9 9d89ec 8c4bd3 b394ad b22479
9e5618 5b5a57 ecc40c 969e1b 6f8873 2edf87 239bdf 5149e5 d5d1d8 946990
a22920 a1d44d 5b645b 239e44 23cda4 a473fd 892ee8 965fa5 f791dd facee1
c6e65a 8eb521 5c7323 239fb7 79caee 632fe3 955ff7 a80085 cf767c f1b5b6
c9ab16 d5eb1a 75d2a2 697a78 95a3a9 239fd8 c7cbff 8246d7 79427e d00e10
e23417 fbb115 b3c0a2 61976a 92e9eb 239fef 4f5bfc a75f90 c598b5 68595a
bb4e19 c6961f c7d966 4f6658 23a37c 45f5d7 3a53f9 a5a5ba 8372bd 853b7b
dd3c2c 645654 ed9013 7af383 cfe4d4 23a395 586a8c 9d85d9 cbb5e5 9742e1
df2e2d cbad01 d3d89f 7faf96 648075 94ecf9 23a3f8 9e29e2 cb66b1 9f1676
a12015 d75711 f1c749 97e9c3 23a898 4d60e1 707095 ba83f1 e5d5f4 824b5d
9b3d19 888685 e8d0ad 575c55 32e233 23ab51 bce6ee 615ddf 805587 d285d4
6f560e d5ae0a 9b8927 99f3a4 23b082 77869d c7c6cc bc03de f361fb b31167
784f03 c9ec12 648b43 7add84 23b38c 6d4cfd c5b2ce c76cc0 a2098d 7c6d73
ad817d d7d822 8d9f3a 536a21 8fcba9 2ffcee 23b3fc 6588a3 3659fd 883195
b65d5d ead391 3f6a03 23b415 a4b4fa 4d68ed 8186c0 dadcf4 70667e b2abb7
c1b02b cbee17 a5e1c6 23b47f 4d7c70 8f58ff ba8dff 8f2895 b65fac a92f3b
d93219 fb8865 dcdcc5 6ff603 23b4a7 3c7e79 afb8ed 6c4695 c152fc 8f444a
964f25 d5a705 77f582 23b57c 278476 bbccd9 caa5fb 7a13f5 ba5cd8 73477b
c98f01 aab798 84e746 5c8849 23b5e9 6a76fb 5647c3 edd3f1 9b7b9d 675c66
ca1c00 b7b302 c7e98e 43774c 23b66c 92e9d1 6f36d1 846f94 c45be7 f392d7
a72e1d dcddbb 899e17 a1eb42 23b7a7 405c87 8e0ff7 d04dde faaff8 816c6e
d38281 f1e119 71a414 94e089 27683f 23bab8 d7d3fa 7713ff aa57f0 a33993
993100 856d53 e69c17 e9e263 23bb86 46f8be 386971 a4c2c9 7f92a1 d522cf
ca442a dc8e0b edd67c 959d93 b8d6cf 23bff7 2b67fc ad67aa 9c0c82 636162
ce7020 fad098 b8ca02 86a87e 9dd2cb 23c1fb 5d77c7 85397c b681a1 ab2a50
de9014 eedf00 6d6f21 88dd83 23c2ff 583ae7 bfb6c5 ae67bc 954371 f04268
9e952b bcd904 317305 abdecf 23c3cc 2a6dd0 9591ff 833d79 bf4b66 e48195
cae77b 506525 888a87 4a9730 23cb14 72e9fe 7330fc d253e6 ae2099 d3a6bd
e82912 bb9668 f4c01a 5b755e c4d4d5 23cefb 3f6cff 94939e 7f5388 a90014
c31001 774e47 9f8059 f7de13 b8b545 badccd 98a6a8 23d6f5 6b80ad 723add
7f572d b97818 e9d5b7 7c7d76 ade406 87aa78 23deff 276472 7079ef f395be
697241 40a411 acf294 23e002 33628b a895f0 9f53f7 b284a6 f0bcdd f18d92
7d6e6e b4342c f45208 bac65a bce9d0 23e5f2 787fa4 4f54b0 ba8afe d693a3
8e7b3f c0a113 c5cd8a a3f928 48645a 23e9fd 83a1a7 4892ee 6e40fc a24593
ca1c0d f76d51 efdc81 565d51 23f0e4 3e59ef ae7efc 982a8f b963a8 fd9fb2
805922 bd8a03 b6bb86 a1f34c 23f1d4 267f75 87afc0 625389 c580fb b72be7
e08e75 7a670b c7c521 287253 23f4b8 c0e3ee 8593c5 a737d9 9e0485 ee2293
ae2111 b0902a cce787 23f4e6 6581c4 6443b3 cba4f5 8c8593 f3a5b3 8a5d60
696362 e96c25 e4e076 a6b983 23f5d0 2a668a 96a2f8 be10ed ba92a8 cc0001
ac3810 d5c1ba 54bb28 8a9888 23f90a 3a6460 cadaf3 8b4fde e578eb a26999
9e4340 a0822e 82d732 23f9c2 545d80 8d9cff d9dbfc 9456d6 c2a5c0 d66784
9a5c30 f0c034 ac960a 94b585 23fcdf 777d7e cdb4fb 63517c 8104f9 ed24e1
e4c819 859002 248043 94cfbc 71a091 23fcfc bca4f6 6632e1 c94ff8 745a7c
cb7c78 efc0ac 905330 6b9a01 91db06 3ecfea 2445f4 6c70d3 5f5a7c 9988a9
adae0e c1ef45 458208 82d591 3ba685 2452ea 795c8b d471d5 fdc3db 8e4d51
b2d06b 49c6ee 2459fc 7c87e4 9b96a8 8f2591 77696d b10f37 fec7d3 f42635
b94904 f0930b f1de69 a9c48f 557462 66a293 86e3e3 245cc2 837195 bf82e8
a51900 e54901 c9c567 438767 53f8d2 3e94f8 99add4 245ce9 857d98 7e478c
924e39 e6c76c b8930e 859a72 b8bfbd b0e9fc 5a87b8 79b2f4 245dbc 8a6d7c
a7550e d6e66c 9ca561 727963 35f5ca 538791 9dbccc 245deb 7b4391 c476dd
d3d2b3 8c9b20 b2f51a 85aa9f 498171 84dbed 2462ed 933b8d cf77c4 a31b21
b05e48 f05601 e0be0e aeb28c c0e2dd 509196 64deff 246480 af00f3 d671f2
c08685 9c3630 ee270a c8cfbd 79d232 2464cf 738dec 5c5764 8b769a fcb9fe
89592a b7aea5 51ad06 cee6bb 748370 29ef4f 2465fb 665a6b f7b7fb cd80ca
c30000 e2554d e69500 e4c581 979f9a 9bcfda 65869c 2467b0 4a9efd 6a5466
ead6b7 4b6c0d 78d83d 429c86 2467fd c9caf8 af81ba 904497 9c2455 ef0b49
dd541f fc9204 cad6c8 80af81 6cfb7a 24685e 7c14ff b356bb a38ea2 ebb0e2
675755 b0b620 d2ec06 3d9135 2be8a0 bed5f1 2468fc a49deb a90181 c05b8a
9a6760 dee714 9ba77d 2dba04 62e7bd 2469ef 970493 d09cca ca3e98 b6141a
776824 b5b304 cdec57 95d7a5 29b064 246b63 7b7f9a a43dd8 dc7bfe fbc0f8
fcd1af a96d01 b7a454 94f200 246d44 58a599 d0c8df 705980 a809e6 f743f7
97302c e83303 8d9367 c6e5c5 63ef69 50a9a4 246de8 e9c9ec fb80f7 854875
f4c2a1 b8f321 7d9b75 36c841 50f1e9 246ef5 b292ed 6e4b7f a96e91 c00b41
ded8c0 8a9f5e 246f2a 45ea58 31938e 8310fd c574ff 984cba fa99e9 932770
b93202 b2b1a7 2cb409 2bfe8c 246f54 8a0cfb 7a457b 897c89 d93ece fc8ee7
c8ccb8 718527 73f507 61bf3a 24705e 6d1af2 954ab4 ff75ef ffc6f1 b08e91
d69b8e eadad1 864b16 8d844d 8bb61b 5dfa7b 247067 48a3b5 c1cde7 7e5ece
f5871a 9c946d cedb7c 247141 a3ceb8 59f8fe 5aa3e6 6e58d2 a30070 c35a97
c0b6a9 8c8c85 c1ee65 90e8e6 247178 8dafc7 32a6fe a13af2 ea353e aa0910
fdcf97 6f5839 a09458 a6c911 6a7c79 91e3f0 7fa7b1 247192 b69bfe 9831f1
a42020 eb4409 fcb30c 84bd79 cadac9 247268 27e8fc 9f8af0 9947ca bc9ab8
bfba7f 42a707 60f21d 247352 cddae6 949aa2 a850e4 eb85ed 883673 ae1213
9c760e c4a742 f7db4d b1bab4 24735f 34e5ef 6398a1 a57efd 7034e0 754678
d69b8a a06401 93a90e b9d951 247755 93c3f2 877494 8235a0 db37f9 f4cdd6
90420c d7722c e1bd1c 9ade93 24785b 2dedfe 91a0fe 9144f8 9969ab b4afb2
9b8673 f5d799 9ab91f 667f10 247a82 b2ceec 6898df 893cc6 a70258 f392ad
fa2d02 874a39 aca771 cde5a8 65e80a 4ca6cc 247aa2 8922ee fbc0dc ab727e
e0ac6e d8e51e 3ea801 247b00 6decbf b9cde2 806ae3 b38cc8 8d317b c16277
9b3014 c76201 adde3f 427a6a 60eef5 247efc aca5f8 645a7c 9f81a4 dfabbb
7d4e4e ac3613 8ed804 6ca044 2481c3 69b4fd 696d81 ab94af e5c1da fc8f92
e1a946 8d6b00 9ff1c7 7bbda5 7d8e98 2481d7 456086 c7b8fa a53e51 e85a61
f4b6a6 b08274 818d0a afbe42 4a6d30 2bb7f8 c1dfee 849bae 2481e1 744a8d
948474 dadc09 41b71a 248521 5fe98b cae1e0 5d7afe 7473a0 d994d0 66595f
ab0300 dcd6af 90a933 a8e031 24864c 78d2ee 8715f8 c055f6 854774 f380b3
8d4843 fac946 97890c d2e3b0 8daa80 24867f 93bbfd 565396 cf4cf3 fe6abd
d47370 e9c750 24891d a3c0b8 8be4ff 7e80f5 514dfe 64588a 927e94 913649
a4a88a d0ec1d 69b606 5f7c49 9ee7bb 248982 582ff9 a31296 d73fc8 f8b3e2
5d5950 bbdd7b 52bb1f 248d26 30f9fd 8800ff df28c9 94357d 9e6d81 f298b5
c30801 f1d26a ae9d08 657e59 7eb178 84e0c6 248d8d b6a3e2 a027e4 65545b
bda6a5 ba1600 f4d6c5 7e6453 7a9945 5bd823 248e9b c8c6eb 584ea8 ed65f2
ef1e01 c58f64 cac32e aaf1a6 31cab2 248f8c 57577a d1c6f9 e229dc ab343b
bb211c 876e60 e18523 dbd84d a4ab82 37fad9 2491a3 a7caf9 9984fd 8b13bd
9f7300 446439 749670 73dd76 d0e2d4 2491c0 aeaeaf 7c33d4 fabbfa b62f7c
cce6ae 7ad13c 7d8b79 249929 545c59 5f44f8 b777fd 855a95 ebc9f1 f086b1
e88f12 595d35 a2c995 688e5e 62ff50 286b72 2499a9 b46efe a318ce e5c0d5
bb7070 774f4b b72d09 fa5219 f4d5b0 6ce93b 2499f7 c8d6e5 666ca2 a39cac
859511 32d85f 2c6942 b8e5d0 249a71 3150fa b177f8 dbaaf9 bf359e d07cb0
9d6016 a28a68 96c551 4c665b 90ebd2 249c9e 8317fe dbbef9 694e82 ea38f2
a91103 99c920 56684d 249d43 8ae8b4 8c5de4 d086fc fac8f8 bd5491 f583b7
e98c09 fad662 c0caab 2d710a 759188 85cad6 24a0f8 814ef2 7c5e99 853f58
9c2c00 d7dc53 5b6248 24a11f b7cdcb 7c4ee9 9e7cc4 f69df6 844e80 cd768a
a73520 d7e323 8db401 8add86 24a255 726b89 b59afc 6f0ff2 9e4fd5 efa2c2
965f58 c7430a e08c07 f1d193 b1b0aa 73d4e9 24a2f4 7993a5 3f69b3 63566c
e3500d f7be2a 869471 a7c99e 73effc 4d7c98 24a3f9 6a24ea c0a3bb 9e3f4f
ac7871 a12b08 a5a914 b5c7b3 8bf081 24a4a7 4b4ff7 a680f5 825fa9 f7b2ff
c39393 fac54d 4f9c1c cbdec0 8fc5d3 24a6fd 57677e 4170da 908aae aa1829
f1aba8 bf2a14 ee6301 67fa42 569260 496555 24a7fe c1d3e1 937fa5 8949a2
e82511 d8ab1f 24a863 909ea2 4a7486 c2d0f9 7531e4 c852d2 ae2956 f3d2d5
dc4010 c3d314 526652 24a879 c1e2f4 3d5bff a783ff a05695 d183b2 a80a11
a0d861 467b35 24ab00 34daac 4a6efd 9998fd 6d5894 ebd2f9 b681a9 744c5d
605b54 c0b98a 7dea06 3e7603 24ad36 cdd2fa a197e2 824ee8 a60792 b06593
c6dab8 62ee25 24ae4d 367460 97a0af 6734e4 bf5cf1 e8acf6 a44093 b1192a
b49190 bbd549 2a800d 24af00 39c6ff 3a49fe 8c75fc 79549a a2124f fbc2c5
de622b c7d6a6 7fd60b 24af7c 68767c 9e94e2 6521f3 9558e2 e9b5d6 b41727
a8311a 968e3d bcbc90 99de2c 24afa9 496bc2 9798f5 fdbbfb 853d69 ba5c78
746348 e4ca36 a2cda5 24b15a 4df1fc 747d86 6139f7 b35dd8 b2a5b6 942182
7f534d c33609 ac9f25 d2d90d 9bf1d0 24b17b 4e707f a0a7f6 916ecc 742ec8
d4d31f 8a9d09 496b3c 5ef6ba 24b27c d7ddf4 8230a5 ea96f7 a76daf a33d72
dea43d 65841f 78f497 2e6844 24b28b 93a5bd 810cef a759d4 a13583 f6d2df
a77470 8c3f28 dac6a7 4bf608 24b438 a3badb 677997 8847d7 bb7efc 715660
784f00 94ba10 2e953e 2af9a8 c8e4e6 24b6cc 5e50d5 8b7bf5 a61962 d26a98
865117 c07f2e e3b334 b4b1a0 cee8a9 a0e7e8 24b7e6 818283 4c76fb 555874
865452 ae7e72 ddbf9f cfec57 5eaf27 24b7fc b6dbee 336dca a49dac a40176
eb8f8f bb5252 76e754 24ba0a d3ddd2 525972 a59ec6 912ebe bf5de6 877b85
bb2d0d cf9c10 bcf030 43705a 5cf0a8 24bb7c 7e9398 337bd9 d0b0d7 93367d
ed8a7f 645a31 eccc1f 769f11 c1e2c9 24bbbe 3d6ad2 9092fa ae0a7f af6a7e
ecaf74 606b1e b3f618 619d20 67f3db 24bbe4 b833e5 c8268e 7c4759 ae8b93
f5c099 a14b0b 5dfa04 24bc10 607e69 cedfe0 3855b5 9979d7 665972 bda6c6
be8b10 f5b713 6a6a26 a9c38b 54976f 92e9da 24bdfb 9087ac 963ee9 a52563
fbd4ba 76736e 29930c 68fa50 24c15f 405f72 bfcedf bf9fed ab21cb d07ba4
e07b75 a72e04 f14706 eec7a0 a7cd1f 57f6ea 24c1c4 374dd9 c769fa 865586
f2bb04 49990f 54ff9e c9d7d4 24c4df b545c7 6d4d72 9c7f9e b51945 ef7781
885855 be3f03 db7f37 f4bf2f 8e918f b5ddca 24c9e9 4c7bd8 625a75 6b11f8
b57e00 d3d707 24cc72 a9ccc0 7bf1fc 8b97a9 295bf0 c07beb 794b72 bd374c
b22604 9a7f73 d76f35 ffb410 bae198 24d8eb 3087a1 a819ef 6e525e c6a8ab
f2856b 675b1d 8f8703 daddbd 9deb23 377060 24e5fa 74abb5 8f18ff b33ead
cb1401 d87845 72654b a5f805 24e980 babede 535781 88899b c183f9 bb21da
f9c9bb 9ecb3c 24ecf4 66a7eb 5b24ff 875ce5 ab008e d991aa ad6776 cd0d15
fed2ae 94992c 96e500 657357 3f9f92 24f4ec a9a5dc 9558c7 9a3a79 af0412
a65032 ee6904 aab677 24f816 789284 c2e5e1 5c62f6 5f5d90 e7a5f6 b07eb4
92977f abdd07 61b63a 288737 24f8c4 434edf 817fd3 6e697c eed1f7 d09ab9
f28078 eac817 6f9511 31723d 24fab6 9abcb8 d9dbfa c687d6 ad42aa 695165
8d7f72 e18204 a9bc87 24fb0c 2e9cf6 828ca5 55578c 5743fc e8bcce c7151d
c9afad 7b7471 884b2b afde33 6e9f37 24fbf7 323dfe 6659b1 b0a2f8 d771af
8f3e17 b9752e 847967 e0a91d c3bc9d 719e9d 24fbf8 576a76 8e4afc bf7cee
a8483b bd8230 f7b80a 7cbb97 24fc9f 358578 c6cfd7 c3a2e0 aa4df7 73558a
a32f0a e78118 eabc81 6ea691 4a7769 24fcd4 b0d2fb 2a54fc 9c69bb 8b2e83
a5200b dd612e b6cb67 24fdde 8dbfde 8580a7 6e55fe 7c4b9a 984961 c48487
d5462c ea8c09 fcd057 489b74 9dc6b4 24fef1 2d57b9 5f6180 ba9eef b082a7
e4852b ffd577 5dad93 6fedd4 2541fe 6e6dd6 b7adde 927c9f 725667 bd2e3d
fe8d31 c6c1b3 606308 a8d3eb 467ca6 2543f9 9e8cff a58e99 a94769 f13a51
aa8372 6a7222 89a01f b1d36c 58edcc 4f959e 2544f7 645aa5 eb82e3 8d415d
d07908 f8b533 d9d6d0 507348 4a9c87 78e1fa 2548fe 7e65ad c886ea a22c71
a59b95 eb944c b8f214 3f742e 8cc5f5 4782fa 8091ba 254aeb bf367b eac7ce
945652 c83003 daca0c 2cb161 86f8c2 6075be 254dfd 7d7d89 6a5076 fe8ac1
d5ba9b c59111 aadf3a 83917e 42783f 3bfaee 6592f2 254efb de37ab 8e3368
ea7b05 e3d83a 74c77f 297e56 bbbec9 2552fe 818394 bc74ff 8e3187 c1011a
c38973 9b5e3c a4b014 bde175 56d9b7 6d8697 3992e2 2553cb f1cbf7 6a5d61
d68d10 f0cb24 3b6703 aeebb3 79848a 258ffa 2557e0 b5afd2 735a8a d52b5b
d32508 c8d92d 79ad5e 81e8f0 5293e8 2558dd 745c90 bc9fad ac6470 913738
b23c34 d48a5b d3d129 6ff2b8 afb9cd 657595 2558e2 a07cf5 67535e 937778
c81e09 be961b e4d111 6e875c 9aaf8e 8bedc5 3b6863 44a0c9 255be6 ddd9fc
f9c52a 846a13 b6961a 50634a 26da8f 2560f1 dddbeb f573e7 a0258c e6488a
d1d727 546702 7b9710 9dc3af 83eef6 2562fd a31ba8 e27fd9 714e55 97797d
b33306 947f59 f1d589 b4b19c 49ba15 87e1e5 25646e 838f95 8e23cb de59e9
f79490 a5361f c5ee18 31bd1e a3e5d3 25647d 957fdd 9e19f8 e6b7fe 976f74
8f4934 a57d3e 9aab8e a2e07d 747974 4fa3aa 25657b 892edf ecc9f5 e87cfa
b64107 e48248 f7c69f c5eb13 74a594 25665c 64e0e7 b29bfe 7a43d3 9f73af
9e4d21 cac5a7 80846b 5da625 5af703 256773 44bbf9 cbe1f7 924de4 fa55b4
828260 536105 a7f25f 6eb844 5996fe 2567e1 d0b6f5 ad4e8e c786a6 fabbcb
ccc29d 92bd10 8cfd1d 369722 25692b 83bee6 6135fe 8b64d7 c03979 f76faf
b41404 a1940a bbe93c 66d487 25694a 4e9c83 a71ff1 716078 e6b1f6 ef4dea
b4ab7f 5f7433 42ae02 3cf308 25695c d3d8ee 9f9ae5 9d5df2 973597 b8759e
ab390d c37c03 877f5e bcc8a2 86e648 48979e 256a82 863de9 cc81f6 fbcae8
